T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,1,7.38189309721939,2.9184440714982967,7.152428122747109,3.637953463366609,4.727345864852886,8.113551415597906,5.385261002941373,3.3839467148701123
2,2,3.792923105171091,4.72257117293309,6.244343070828443,3.1794471805291242,6.181039926004415,6.227734065936433,4.2950927738193485,5.135610277693998
3,7,4.666266520870184,4.3795486230467375,3.5111214424504706,3.9501091845992495,5.9324471602343225,4.225933123733899,7.541903743925568,3.137418887263678
4,5,7.371366562291665,6.98817555553979,5.91752600966643,4.002054263301851,3.0876751988347015,2.1592078564380266,7.124161285923003,4.464886406687594
5,5,7.976978986570619,2.0206140374593433,4.255303886243911,3.2207335249323066,6.560406686369038,2.410092732850768,3.2829352034814265,5.161461198894876
6,5,5.184075665726127,2.388435444641588,5.8027462295633025,3.0998453947147038,8.148188692152912,3.2832880840866867,6.998585492967055,7.662456973982234
7,6,7.011054655840181,2.466003577747255,5.004867281516058,3.5407482794071266,6.295171434735151,4.531550745757522,4.424433934787798,4.1269168922960295
8,13,3.1380008324682747,5.613203348510374,7.404677835716197,3.683052464443958,6.910925477231135,2.785874829095493,5.350550421399334,3.1432983400771928
9,2,8.259860016099,4.784625267813531,3.0959698261787882,3.082087974207063,4.3620089258868076,7.722086370074766,7.461622378887738,5.732119599834023
10,8,6.331164738933466,3.9072903099183875,7.9546656637272894,2.667706846571875,6.561466316675294,6.4274515386611615,5.269681814064447,7.020955012720675
11,4,2.2613710487383063,2.9981342638569863,7.135848001671236,7.52945289506017,8.60571935949656,10.23704756956102,7.036489444464844,7.160566963588475
12,5,9.170547259671139,6.063816076202463,7.730160945110182,4.561906977613016,6.313151530725455,5.543441845898444,5.138227844938967,3.415579415359314
13,3,5.2417129806263185,8.09005484482023,4.364826413810883,5.2587879437440765,7.851947803956272,5.197745602210747,3.0448847701381507,4.510393433625477
14,5,6.0641235417672315,7.501733062749983,5.37409922235524,7.652544518370206,6.722181439904577,6.126422429845316,4.416824419168514,6.191591842015754
15,2,7.343098772151627,8.57227830727426,7.435079964624979,3.706463803830482,3.7322298874804636,6.100803117545141,3.3115639437576903,6.066477309844586
16,0,6.258204564691894,8.273800281824286,2.351950575599831,3.128676894170219,4.378642108454962,4.390060092257666,6.4896282876770375,6.689918773480208
17,3,6.261753408430261,3.210176163734065,6.106872791037324,5.708183155997095,2.059569303095467,7.893775697847193,8.763201882508676,2.8610862351304984
18,1,7.150661388289428,8.568626253783382,4.030193938877777,8.217239814290522,3.37495860653318,6.232899549546552,8.044407390517957,7.649122203503633
19,1,6.497666221077892,6.185089268220999,7.190742605585643,4.626904426764156,4.427900481301037,4.198765223914125,4.210811041983464,4.287531695254477
20,2,3.518030435659909,6.723550529132707,7.371246354836547,3.5478785439908056,5.192094520025075,3.0038448947433642,7.919435348379039,6.263557418770266
