T,FC,x1,x2
1,3,3.9412892904062202,11.135022139781313
2,0,4.685926297756916,4.610995055330751
3,0,2.3146062993059697,9.7057929286691
4,2,2.015189741925317,4.749270391896988
5,1,6.425464235381922,2.7369965620775045
6,1,5.665511319597253,3.4761191392217103
7,2,2.7293346711972264,2.4026548165359127
8,1,4.084764796345351,7.780426117557677
9,0,7.0746577166801625,3.0536445989326246
10,1,4.332562092172786,7.350588044370361
11,0,5.6398014886776675,3.669622925775552
12,3,3.7209590211540795,7.071505865019417
13,3,6.826792872548024,5.952254549090197
14,1,8.983417687924073,6.9840600063815454
15,4,6.278830690753917,8.68372738858827
16,0,6.3079800473575895,6.75794224788396
17,0,4.767379654064536,2.3098796012390097
18,1,7.09561591837399,3.0162199072565805
19,2,7.4566210157130906,8.295570170985197
20,2,6.089307924090465,5.212107184273202
