T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,1,2.4869881818673534,6.277438414351146,8.274126110672308,3.7343395160058197,7.097656849496614,3.2433234345772304,8.777944899378948,6.089753554717534,3.7940277491744605
2,6,6.245795895150232,4.855204247202281,5.775560275760406,5.207800984524473,7.9795862405151325,6.237497442113756,6.924631689509501,3.9333528493537804,7.667175462505092
3,2,4.6579483771017625,6.65561057578886,3.1058502523976528,7.934524523778416,6.369333761224057,6.07661837095047,5.158120668804512,3.125984191653036,3.2006581034401904
4,6,5.036365787504144,2.4386830311617316,7.40813406047214,4.7262506559949555,7.688246827716203,7.411784682646811,6.825780213584518,4.980308286118757,7.392922207577076
5,4,4.3226239533530455,3.834280838749951,5.048432437483814,3.703782064015485,3.2269207421838013,3.125250630461182,3.8958808604199366,4.087344090852882,8.708413055977301
6,9,3.4331437317499387,6.888562558209051,7.39910154388129,7.675428574920151,7.126518665341497,5.825833957744381,3.185868644944774,4.732612864008795,6.330777626807178
7,8,2.516128222800897,10.545249874684533,5.087790861155665,7.3831889510821656,2.8390215590278967,4.391582155397067,7.668561363717711,6.275897675630911,7.005553434906014
8,2,3.555493049296427,5.2121588908046625,6.443583015091534,4.16983624497696,7.672669304918553,8.21150577704401,6.0410766507465,7.475854635858326,3.314867239957208
9,6,2.3324678964636845,7.32951593497879,8.036359312810056,8.523729806267369,3.3469272777676147,2.166287937611462,7.400402781649827,7.286826017437514,7.019943403299813
10,7,4.991299812052767,3.0555742902607363,5.283384522326594,6.115930946408254,2.409336223718213,5.079340862918829,6.286173163736506,4.18599343291241,4.2392099201277285
11,3,6.013905748061209,7.6134537830392395,6.683804711981836,6.656654755917225,2.1616234777310366,7.249468462075853,3.264819873163847,8.819823870389401,8.142309974479243
12,3,7.182535772727319,8.005147350795365,5.834261510842369,4.044383588140565,6.036188097325253,5.6915178663965795,8.12043943435301,2.86977631516546,6.014867310713806
13,1,3.122131105462901,5.325613038981763,4.339743149950802,4.766813751626707,4.328888255966908,7.507185566930974,5.0587174199479135,8.42205577351722,8.838072444545375
14,3,7.709017887188803,2.158241461704853,4.701227533544311,6.726189909253418,5.040750440215317,5.172389027552136,7.357988529175906,5.131340189224989,7.049740435385076
15,2,7.055899227137372,10.3152816083736,4.068874126418737,7.9678377190440655,2.3460053698553875,7.8253226200185635,3.063899604338286,4.090191089375031,7.039764533043348
16,1,5.257170226451418,3.4300190653674316,5.587045712064748,6.4569046206581495,3.683297136332848,5.355090662568169,6.760863874307246,7.747044034733789,4.150631129680441
17,0,2.905380532022519,5.272013931821219,6.284128565770298,4.289369990400449,4.0527811435473895,2.351299808156827,5.253005516446358,2.3745365541147794,7.6957107608619175
18,1,5.741436707224952,5.526223134733838,7.404928693741957,7.324328149511461,6.370003737496486,3.750661082022808,7.451947667314019,2.7616776995417105,4.7652615606471675
19,1,7.429999992872155,4.821942053060097,4.502138669287496,6.659350865938082,2.4350061102872167,5.1649319809524235,2.7092293825999825,3.6912621702879234,6.167101582926958
20,1,5.096971288809232,6.163570954243494,6.035040534103999,6.702159025494138,3.348811014246403,3.5516450495653586,4.3857087083667965,5.451009166829343,4.109256633446363
