T,FC,x1,x2,x3
1,1,4.761545328949522,5.889304819660998,4.37948060694323
2,5,5.131595605955201,5.308315016042636,3.016275394318395
3,4,6.230329431392607,2.0986573735868035,2.023812002151106
4,5,10.118922606622187,7.037417856152702,2.0260886047986397
5,7,5.03117540583145,7.433652474924454,5.657658651780439
6,8,6.7991448616982115,7.380234705792904,3.940650891508379
7,5,8.471193831951473,3.3109281682994895,4.276933232545616
8,4,5.709785408171259,5.384200271642563,3.926987077720551
9,4,4.2622890988241275,8.926738772923962,8.440473658926845
10,11,6.173926317456851,2.2734210856172283,7.305405897172446
11,5,8.169037284871731,3.7149216396413713,6.315058496657266
12,5,7.113885629619468,3.7173296393945394,3.906074673646566
13,5,3.191558252409157,5.60186507148437,4.623066703905193
14,1,6.503056390886325,7.7053963096990525,5.540764129090213
15,6,2.0647563263924935,4.767132657622291,5.925035431594421
16,2,6.88977834130449,2.2703944004016066,5.061006079630283
17,3,5.371802135865594,5.423324129310543,11.557973299873282
18,4,4.121615337605539,3.8624202311699394,3.148561010706329
19,2,8.353900898061143,3.0313726943223696,3.0051372300825148
20,0,6.9422517663569705,3.2546421191761565,5.893988375793345
