T,FC,x1,x2,x3,x4,x5,x6
1,3,11.945946365560854,4.883505555393488,4.117941937681465,4.614574846755131,4.846440886714724,7.929541624795235
2,4,7.332229644429452,3.7196624315510185,4.5949774111886335,4.069956542049385,5.448412235255789,3.7284384807386735
3,5,7.423688925229424,7.33696938158409,3.0864135130823906,6.155788610855033,5.144634531194861,8.343505455811439
4,6,9.59827426029429,5.048226264175303,4.957960834461467,6.425706060742877,3.009871246988911,3.0779796636658405
5,8,6.141594230649944,4.793803361005419,12.239807887080183,3.022776290913831,7.95140433279918,9.319430747838402
6,7,4.063851380559272,6.898729236746739,3.4314133926173476,8.369788203324788,5.260709214765913,4.636789024694466
7,3,5.952588011530225,8.821557460030233,2.2976011535721748,4.906070672859352,3.0562256661872436,8.134430245031803
8,3,4.099679668583061,4.611478856843243,3.999047357311274,3.353870681801375,6.573488521368281,7.032785869334733
9,6,2.2256782758782694,4.1232920749044215,6.726691033976428,6.486859707669399,9.034332008652942,5.054187299099064
10,4,2.5625730918043876,7.200903130512737,4.238343702281816,4.137947377596453,4.8719101856022275,7.102162898792084
11,7,2.7694275215659645,7.196089890002711,7.271059042437755,7.18795361187576,7.03640512066635,8.215722355754892
12,2,5.888684317222457,8.425036984145496,4.373295281910509,3.0976713896752686,9.138002444558968,3.6778936693894857
13,5,3.548130876843306,5.259304814672056,5.729560291242467,5.48877208307422,7.153921189322249,10.780653950918724
14,4,6.213379208529759,6.538041669282801,7.259216216113413,7.120880005300932,11.47362170939141,7.288094271154098
15,2,7.162190841064827,4.277157283482664,2.450587067013669,3.3540662307199502,8.534998148279653,5.0098079505978275
16,1,4.6602714561421665,6.204503117556415,5.25036139830076,6.032799754141016,5.098511632403122,7.642741615034171
17,0,6.312653017712466,4.285208971889601,3.0040580816915434,3.6842083346593353,3.5035152427856673,6.469265251978585
18,2,5.515831088206346,5.102640576167621,2.5112643602928126,6.326124370295398,7.266929447739315,6.389775675141234
19,0,4.1595991570254025,7.03798019088811,4.121336239008452,6.729210767613101,6.111182502520822,5.248357115557488
20,2,7.939717292363987,3.3020864249941444,8.381393627840374,5.1552800432542805,7.505054680123265,5.155903927032376
