T,FC,x1,x2,x3,x4,x5
1,0,5.153870364748353,2.3104046253453103,7.494472547873303,3.105355900705454,6.025547357990396
2,3,8.339170412579517,6.576345309271191,2.809743573886492,4.129496216501312,6.4684129895408775
3,4,4.08593716790555,4.22304722173863,7.1522578446534215,2.250028554578017,3.9918341633740497
4,7,5.855560891045279,3.4382097915629872,4.786888166079469,3.1218343370508057,2.0677558052561467
5,4,4.338031938753087,10.396694746196843,7.635693503686422,4.787438849356684,2.2850244900131402
6,6,4.961552090427121,4.823445019371881,2.746957236206491,8.267225608351632,4.507299142368513
7,5,6.285964690271339,5.091993938850107,6.660435740854856,4.433627965991673,4.42331276878186
8,4,2.042058605610052,3.0667474576229874,7.963718727711194,4.835702131449797,5.539842337763179
9,9,6.125787480065819,7.018881758590582,7.174800423524233,6.94224590218695,7.5042634267097705
10,5,6.04179900029273,3.3506169145515816,7.305944515887764,5.545821916132165,6.163340621958831
11,7,9.527035072845953,3.3688205936435125,2.0968863074211903,3.6007146515294552,4.956267631351668
12,6,9.764548608120506,7.540721773004617,3.163885166300491,7.382732581535038,7.0797759156925855
13,0,6.032497167362707,5.416571103704747,8.791968672017962,8.015726555446511,2.263030898757215
14,2,3.1111104533263636,5.487478012740038,6.433797009938569,7.3422479864853685,7.210421424237303
15,1,5.839424624538373,5.7844979407661565,2.092457063760583,4.233787572565472,4.076590900237265
16,1,4.443218113888378,2.771478203974727,6.4435401680132705,3.6406934324695164,5.912715339089503
17,5,4.822215125671475,7.003546287531984,3.4445315382027903,7.311662606700985,5.121276942020913
18,0,5.787172297852039,6.057054171505179,7.188179166249642,4.842501244888974,5.56458262831743
19,5,4.114864010817261,7.037268123882837,3.43478907768211,3.052917757499481,2.507521658048166
20,0,4.004137142647508,6.462137862081349,3.5225749816612457,5.057522533361652,7.650569370721112
