T,FC,x1,x2,x3
1,1,5.4575149757720105,7.770156384995081,6.43857069243278
2,1,2.6325671753243594,6.869411379695356,7.336471192763607
3,3,2.3654674944144904,5.2663054985363065,4.4614815496187195
4,0,3.624683918839568,4.354023597357777,6.870198172322776
5,2,7.587988321073092,7.691812197558518,3.3449314086924153
6,2,4.1216849123148425,6.948912462334393,3.913968258899505
7,1,2.009378250121563,3.475578250230628,6.164355255634624
8,2,4.321724379352348,6.071242362286471,6.455515951690444
9,1,4.718589028774546,2.6232572664871587,6.132055194833411
10,0,7.293504443527922,5.747639727168764,7.690405768964089
11,1,4.143635345720443,2.6780391515895094,8.769918046443868
12,2,7.6661121483081835,3.8171603268849834,7.221159323555092
13,1,3.0039573454084234,7.397860733334845,2.962781693650768
14,1,2.0125083007385376,7.308558727934373,6.163791559325957
15,2,5.3252848902977545,6.4271815043366125,11.558038586427326
16,0,8.028025140846685,4.08911661416653,5.190646928542292
17,1,8.771169136387632,3.0893123126570834,7.509320743711163
18,0,2.887852590236852,4.58069098125222,3.4032302822659233
19,0,6.660735571678194,6.170807210640928,4.007642412209428
20,0,4.92844818608524,2.2362814074661492,5.877784847478483
