T,FC,x1,x2,x3,x4,x5,x6
1,0,7.009408126825367,5.1103334079443865,5.38219065704938,7.049418110465278,5.867957556933642,2.174845232604188
2,0,7.146757826951211,7.540290258134971,7.879859963927449,3.615497147437485,5.701886969407881,7.805629397841129
3,1,6.4378019900723,4.200152722526089,6.013637399759022,5.40920989340963,5.514667439488354,7.5879103399953145
4,0,7.058379347621505,4.248419674561705,4.725741657263538,3.9411500762118936,7.313024745797165,7.521250712969502
5,2,5.041116000472961,7.671261358223461,12.77304872922738,4.3492158954498095,9.648215937968507,7.18066745771088
6,0,5.541995329527475,3.049570784065786,3.595483871060839,8.888611760981103,6.134489298593843,4.594835428652523
7,3,2.7178645185354764,6.686747588799367,6.884115085292884,7.396899776031082,4.393473134717302,4.0236203734401945
8,1,3.0295334180874702,6.8654974969986595,5.596456795075667,10.09068186110599,4.43556242930458,3.181930099440161
9,3,6.221334786707577,6.05515890045366,7.912870442518315,7.266944009642913,7.2486407641800685,4.600386564526456
10,3,6.263610453838094,2.5728515287365608,7.307427601638571,4.310857420477237,3.100162972228918,5.399430426365203
11,1,6.178449844845217,3.081645148409084,4.692444551867241,8.402521655821321,4.7660378319330094,4.579823729000477
12,0,3.1739863483656263,6.33909415052144,2.634801168289573,3.2831036499973814,5.418811853262704,7.721166325567538
13,2,7.1955799214890295,7.083259982672304,8.207424223563386,6.0408885278162625,4.635947008422033,6.153101608245505
14,2,2.417011241109908,4.431925688298099,8.130333577526635,7.324192102916049,3.3113472626284928,2.4175170961729093
15,1,6.614464400863679,5.060590690319005,6.432934723094554,7.403725756613438,7.908633735770113,3.4475295834904247
16,0,7.365294891083253,3.4632990192095314,7.147844668252708,4.56558996958956,3.0196887680606626,7.530187602055871
17,1,3.83628518389641,2.9089650360633446,5.836098174627956,3.0095486537135203,4.013200850699027,7.3668739234534115
18,0,4.253969997976309,2.57597858805591,3.1705632205097722,4.341878094898572,7.667884922408253,5.659744874238102
19,1,4.528383303455524,3.9174866547210914,7.986364340357642,4.815216516303106,7.233547234089259,2.1894935523336767
20,0,7.547210683034752,6.3357951475505745,5.096749106538159,5.67941267048272,5.180185164749119,3.190811163008102
