T,FC,x1,x2,x3,x4
1,1,3.853299336242352,5.208679867953164,3.6114326694205916,5.436477150995496
2,1,5.634339082597595,2.08304661833132,2.5587912929306618,5.319636598508417
3,2,5.319099410579675,5.0953194416393846,7.441142677470339,5.947465448778988
4,2,4.380031555056112,3.1294043910182268,7.275502572841604,5.597872636438538
5,0,2.365351837812178,2.666024934501794,4.787466342143523,6.5736050934867265
6,2,6.538096914568236,6.1788205019292874,4.298952340618419,3.0239351344669805
7,0,6.721686486334812,5.935937410047675,2.6971283932934047,7.026097308910877
8,0,4.18823250642532,6.710575757638861,5.387754153728366,2.156528037093349
9,1,2.0505386224616116,7.022404992959013,5.192001185130323,4.193968595206913
10,1,8.848944974135627,4.45800762194137,6.455326966460566,7.437657280392647
11,2,7.887750393054743,3.5522122141988173,5.0936303105481615,4.868265272791313
12,0,2.311864995995194,2.2126751028239724,5.054661303306906,4.672396813434442
13,0,2.0175120002463562,6.937733423342845,2.7457431657824687,3.0319156996719716
14,1,3.2466789613166345,8.103827237287367,5.080009983489589,5.018745079540705
15,2,7.137495510765463,4.103717788005032,7.963590540596919,3.3356383909671656
16,2,3.2373897549963635,7.1016023398230015,2.365295819242248,5.108418789970097
17,0,3.3193744945173886,5.250006002947334,3.43856400771383,4.383487061160532
18,2,4.452389118781691,7.320560214041027,6.067648209360695,7.825833560960919
19,1,3.419192421158555,2.3412004240245197,5.421643574892964,9.068265918821606
20,2,3.561822581643519,3.719813426897316,7.487786969449319,4.999420485773917
