T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,16,2.3705643070363185,8.691333208963973,5.292103794396494,3.5446333972098314,9.439758448224904,4.122986107751158,7.343892345745254,6.2061377528450095,5.723300249384424
2,14,4.510077987964285,8.659652605965606,4.149549352941408,7.475888970497997,4.883132103182776,5.542379106746922,5.1226206393040865,9.37948429990459,5.363725991081078
3,4,4.309973695591396,3.3496691273356336,2.0326137577569012,7.4849960088197856,6.4677895270447765,3.688064904600127,5.085682418344837,4.2265042695189265,6.075593613713672
4,7,3.159653099069766,6.136986119844578,4.264694671000907,5.993801256844932,3.5580777712011,4.7324614205785736,6.184744983592379,2.3873860391275,7.505052979137025
5,7,6.986036225822518,7.741465854102319,4.422464178413242,6.017340846376036,6.470570052331406,6.594736705758347,8.924579080569583,7.188491475753201,3.815182260579027
6,3,6.004036716298158,4.936105407262865,4.920400082582827,7.335074632927302,2.8847838005775497,4.7101743268186755,4.969428762195611,7.10175616624976,5.123041106591302
7,7,2.2214064661520805,6.109614644871427,4.164618480879907,7.0116349034193,7.244708440560211,9.51165018889032,6.0638874274814105,3.0845404603172066,7.414619483058493
8,2,5.1206689378164665,2.6567302648849562,7.524043913388855,3.268446270678063,5.463679733936371,4.282570009995072,7.167916653574884,2.2119473255250917,5.752158930174665
9,4,8.035084821985153,7.074108469912166,5.526364580808431,7.358422141471509,6.71699413748968,3.285587010796829,4.117191128412568,6.5100656439575815,4.952692301076681
10,2,3.0179672491184526,7.51755197775583,6.003549757751956,4.077350730921997,5.17221837942057,4.79863271355246,4.598400246117146,5.361857141376948,6.2891834667484785
11,2,3.1756034302911047,5.011853329344555,8.484650237814984,4.257523630517579,3.266150476363481,5.5463260580961835,6.012097785254381,6.376547670723443,3.0944933337494653
12,0,2.2230804757527776,3.124944607815817,5.7876821636833675,6.259888834323362,6.5395660890115055,2.5729256671143874,8.962290653445976,6.907005473741948,3.8206151275151505
13,2,5.018612861793919,6.598032012890871,3.535727021566615,10.432957123217122,6.262543475502127,2.4484669721893537,6.8776422453223045,4.065666718624735,6.606264758366328
14,2,6.819316240157108,2.101498750644418,6.196959207945198,7.524577656975634,6.805907034273324,3.22764943281351,2.7516779686894464,2.629315578069464,7.472240469600791
15,0,2.1241923407329955,4.125946517955636,3.1238968132144946,5.640934226493366,3.4429211759516085,6.347094658668398,4.671773208872557,7.696676320052448,7.657339724853689
16,0,7.334633565552165,4.421818277321919,3.4561410754246094,3.4434755412252693,4.106924403866101,7.419515902144195,9.61284282655976,5.846902454858804,3.039202783836244
17,0,2.263558988523497,7.445491989228823,3.7171646964374045,7.813376106745402,6.544350119299293,5.795973513271384,4.004576691261199,7.8339257918039555,2.224570666589543
18,0,4.774760647808559,2.9606750786597673,7.144799721759497,5.9886343981981005,7.170449144862405,6.6609725085896505,7.132190420694371,7.309762919185218,2.4052441918889205
19,1,13.716167468042405,3.116256505888609,6.26731438496507,5.451930815089151,5.32726039700264,8.5791254685477,6.51676120819146,6.463114327491717,8.549857861488029
20,0,6.124791663094681,7.029897392392304,7.60021925628317,6.31617050124205,7.092959701736533,4.281996633529447,7.552699329842092,5.141172392168217,3.3365441018885558
