T,FC,x1,x2,x3,x4,x5,x6
1,10,2.0975617192649385,4.076012527675532,2.167062599076564,5.056954143626816,7.696749979532822,6.355639332267824
2,8,4.041779429726544,2.884813592538583,7.285854627994806,5.106577454885685,5.333851032609466,3.4986790267987034
3,4,3.0890190925932317,7.264567750067836,5.5097443515111735,3.062445991967318,3.6329921556861087,6.389521710960237
4,3,2.875283803015999,6.756384634431402,3.003793835680775,3.088792306324528,2.5956516556487705,5.84136811729443
5,1,3.1524551577144906,5.2880651956808125,5.000082134166595,7.321195178618776,2.0734396114941944,3.009641703120332
6,5,3.73373588272553,4.864708695338419,3.2773449549581017,3.605071796927165,5.247907328616468,8.968641538638293
7,5,4.343911340816174,5.052986360607435,4.26532261921559,4.896250906555417,5.041794677140598,4.002655204153971
8,3,2.6371291864756587,6.082415548275422,5.2168323791984585,7.7807971162598335,7.611590475527157,8.318349681359274
9,4,4.258828996552014,6.382369478011086,2.360835149372766,6.890235438177848,6.390054861229496,5.545937395618846
10,4,5.007950290583968,6.527080577013879,7.43203157150148,4.146512952001222,7.626237358034491,6.025947281269974
11,4,2.3417667225066636,7.7627851955027865,3.7544866795915817,4.900572585749917,6.895304938141697,3.6700722457663586
12,2,6.419510094335436,7.879184553577919,5.685312568019852,7.467501409082472,5.806227374259709,5.2776679655778205
13,1,2.2429430212483767,4.033381027147829,2.3936078194628454,4.527554865950897,6.268237593439211,3.0506605696549824
14,1,3.2259083841632004,4.898497688794995,5.074998536010497,7.649306327064487,2.186999388363752,6.030865025587322
15,2,3.994891986885773,4.765869288588101,3.2214558754249154,8.133543274109044,4.803265236503055,7.602312716695246
16,1,4.49539935748999,3.224432211639769,7.621845930760599,7.497953965383144,5.748113990729982,3.0037219778226754
17,3,2.0723641822144745,8.37422435796513,3.3148318192453625,4.473639447776662,2.1445865492893597,7.49307603837722
18,1,4.2542445359949435,6.697775686987274,5.125091145150834,6.0527494376615145,7.931942737733562,7.084388222617696
19,0,3.181822704916014,8.210615137371132,2.0300529853380893,7.601021447413247,2.5038139354367637,7.731939262401581
20,0,5.515450171647574,3.919231073136295,3.720230292150716,2.586316738082304,4.03491089695457,7.455046006753559
