T,FC,x1,x2,x3,x4,x5
1,1,4.429214160545187,6.045254618132617,2.190583004414813,2.9498507700004075,6.57143616176286
2,8,2.4765801264195373,8.472408367455122,6.7282375052036745,4.5622668678014024,7.822775590999687
3,6,7.4943846238033025,6.540635924743272,6.0903977730218894,5.375377289526833,4.2846421938297174
4,4,6.387999736824396,7.06442258334319,7.849005978456511,4.939405053694644,7.408223687632492
5,3,3.1000143460324567,4.263798418895372,8.765627362559531,3.2093802265020153,4.253543727591778
6,2,2.461893141191324,5.424003780332603,4.041163704741486,5.1716138818677075,2.412605402154183
7,3,6.606237232597893,4.315610941672992,5.237539265480411,2.1710993961792946,4.260396352405586
8,5,7.195216669534216,2.037807215838763,7.232070270518155,4.495807441505857,2.4716090617728743
9,2,9.330703271019825,3.4668472585777415,4.546029922924338,6.567858133030062,4.026884474203401
10,4,7.189374659549637,6.673795988213131,4.805121889736252,6.423270864983097,7.271168867103258
11,3,8.98861289517144,6.252367746059651,2.962469470198469,7.7973067603522015,7.187949898958619
12,0,2.1640574322407202,3.525110607340573,7.099342064764587,5.563057978420522,7.584344359837879
13,0,4.212884254399292,3.2018313861851735,2.7721343546330153,3.418093681926696,5.771680384129674
14,4,5.333249950339524,5.029182267085165,6.12088901378249,7.6605157697017665,11.520804646360142
15,4,4.847724171271404,2.2784593306565353,7.635164914951883,2.057325844117161,6.96791073963439
16,3,7.7151193011844645,7.14531813950387,7.616914927463886,4.046552251083803,6.097371302493066
17,6,7.8715400510302285,6.025113453270754,9.102901422047868,3.152375005954241,6.207381929661047
18,0,5.431401647140989,7.778671347716723,5.378888556270144,2.3614261194930415,5.763309778450587
19,0,2.583593120454311,8.837614925635423,4.106108541228027,5.573746000261892,7.976653173495598
20,2,4.84616484621042,3.5827671597193675,6.733244727214892,8.744560799612007,5.269742892593232
