T,FC,x1,x2,x3,x4
1,1,3.0800928184018748,7.376633384919134,4.230031409764503,6.050141393727355
2,3,4.194717918614739,7.996862693890756,2.329002971458519,3.358917719155586
3,4,5.524968685769164,5.73427512442566,6.735053616257848,10.0580546500947
4,0,7.477911600902594,6.056909863660951,6.121216818939504,4.353155291656289
5,2,7.294736118751876,3.22391134970351,2.275078119900824,6.1104152428994345
6,4,6.444348301669245,7.54682593308098,4.039539160245862,6.414572961857722
7,2,7.922457607653996,7.785734769246348,6.414675593065194,3.34818186932688
8,2,8.246684053055041,6.101635407863632,5.288741569827071,5.533545679553385
9,1,6.190871736789866,2.5369893608009773,6.143645031046143,5.748526220464107
10,1,8.815771191786311,5.484228791146636,4.058569539556796,7.393332561405237
11,0,3.4029075269302527,2.0160324145381945,3.7391572061761433,3.071060015503591
12,1,4.681095841949088,4.363952882302804,8.356904148027462,4.010317942930221
13,3,2.1824989736856084,9.116226938116991,7.269696540104176,5.642316667511991
14,1,2.998582772343435,7.524568178399902,6.222950298485428,3.7931770144150847
15,4,3.573804957549532,5.485670444787879,2.381435203682793,9.783533727869454
16,2,5.607843581104611,6.940514158733766,2.2414082934953665,7.380909884182199
17,4,7.103170930211062,6.33832486354796,3.4591315877866644,4.220513748252174
18,1,6.453371716000838,5.664673639589877,5.1463244655302285,6.7196465730020645
19,0,5.841776824157738,4.35504824345471,5.297687838169419,6.109900224828629
20,0,7.603271936387654,4.980683700745935,2.088095228774505,7.172385983363185
