T,FC,x1,x2,x3,x4
1,0,2.4665396984475403,6.406170075801552,3.111807600461607,6.979789780929048
2,1,5.383228789987536,7.221971210964229,7.791336799058779,5.1200936369194805
3,1,6.491037761663038,4.453697407919224,4.14634147465529,10.47293486646201
4,0,7.079385351313455,2.434153782791394,6.26401791674826,6.1748571157562795
5,0,6.046374054416947,5.236650377466051,3.173844731035427,4.5439760224482155
6,4,7.428655953031741,4.951405046011056,2.196186666510695,3.2426994985184896
7,0,4.245003714621232,5.084888268557796,6.40596200171661,2.532838256806949
8,1,4.27700177903666,2.6518065988149235,9.21947315835195,8.244044191070346
9,2,2.6248939188910616,3.0356582707052477,5.393960836005784,2.057070850096891
10,1,3.3193620290809758,5.126506095997569,3.231760638510433,6.698243775861081
11,2,7.752078461584647,3.408196017428218,5.091927673402311,4.207755494052769
12,2,7.579913624302005,7.561937943118198,7.011672542948279,4.482806549766861
13,2,5.017757288382468,9.45742295082708,5.444019827219926,6.679076519996689
14,1,7.208832332137617,7.3070697319855435,7.470103951379553,2.2314984926769785
15,3,3.091931947358576,2.5742833217391263,8.236695692571404,8.46354349144579
16,2,4.1473401407407815,7.058354503107913,7.310218621583869,5.050203498476062
17,0,5.736864035723182,3.9234721800671575,5.133428080933816,4.698685319337163
18,0,5.9036494810634945,5.505500082584651,7.251845244210012,7.610207552432071
19,1,2.131217877919017,2.1826145088749462,7.563011355593677,7.922823458287406
20,0,3.3222072592760137,6.743750195567422,8.03196592143779,3.0212826673502384
