T,FC,x1,x2
1,1,4.204458732199837,3.58391964221109
2,0,6.525545665078862,8.33629762966189
3,5,6.263693155323526,3.187098050358518
4,2,7.398006285928018,4.447936993287907
5,2,6.770379219824349,5.301809087892167
6,1,4.714960234226101,7.4381369105712505
7,0,3.015947746042193,5.357965777630086
8,6,4.927526028444463,6.712383597712467
9,1,7.365885827878378,6.87445422595712
10,2,2.4000218763614187,7.823298658808824
11,1,3.661043116483339,4.206206180073479
12,4,4.036470191380963,7.176015220551865
13,0,7.623316183939545,2.9304195527791452
14,1,5.866241409472233,7.088353508169664
15,1,3.3569788671324354,10.959147262790928
16,2,7.594992209529586,6.183598773853399
17,2,6.207603054189006,6.101033915968629
18,3,4.844134033372024,7.9549292444154664
19,1,6.139072558896653,6.250478024602604
20,2,5.2629287614465765,9.097020085041265
