T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,9,8.913169316181047,4.820584630318642,8.15424640635398,7.274055979999364,7.058227367524281,5.813293114915464,7.0334280499198565,6.694136798318548
2,5,8.577135051304587,4.711258986280512,8.26056809355212,6.390263082956599,7.229077377364526,5.727465990483686,4.227294525421624,3.401126388326146
3,3,5.785441426991248,2.2105586052222463,5.767964746491244,4.138624925004525,4.911071947931124,5.128959978514511,5.054138010503404,7.437544365711898
4,5,6.238982265791407,2.5627789563232573,5.37882279175518,3.133346793161545,11.400435331134004,4.469358317717562,2.956171520134028,3.1046545823581493
5,5,6.851964816574271,7.189826098536853,3.9619720410572703,3.3855335669960405,2.08155967105131,8.004465341132342,5.186059208189362,5.475840723479045
6,5,3.511796609836892,6.670767409197186,4.589055474799111,4.910039388580959,8.525351759164282,4.188057338494631,2.0643834438236066,7.733581720947898
7,2,4.50293808585714,3.054989650750407,4.5743467422874335,7.462771850246033,4.497623274351322,7.045577258203524,4.153599488971316,6.161515907289642
8,7,8.946919259049787,6.1479416331601024,8.355992103633474,6.439339369055431,7.365198258164812,2.561440151024127,6.396921793277202,5.072966413413985
9,5,5.353499030824638,7.780750120393151,7.082630334500446,10.860947516701927,3.3421882276045087,8.267742144560433,6.229352233194396,6.473397053464211
10,3,6.380208505727316,3.6331132318319392,8.354484837955841,3.9581342014844783,2.6774296904399115,7.177604945081875,7.147604989604119,7.411258746943792
11,4,4.439955869125567,8.96854588279901,2.5775489820295503,4.47634659405098,8.76884364025673,5.089069879792595,6.7945541625414,5.061728317992171
12,1,6.750528556430127,6.94684561349228,4.4520602036875285,6.072761976603225,4.296139443878482,3.642428185731669,4.195020347600239,2.7842732934472654
13,3,6.26994185130363,6.389638417496346,5.043764501182224,2.0782952470038096,6.176073337699478,6.077265199645532,8.635449205159377,5.517835076139841
14,6,7.9523471879030065,7.333153093778349,2.4605187945503104,7.636910556497352,8.53359160802134,4.530211815277445,6.4371745960779485,7.30575320244749
15,0,6.289653916404384,7.02284064024585,5.535756910696884,4.329218630466232,4.4833625765670675,5.198748522236438,5.876982163114202,5.206227791566027
16,4,5.631516246204387,2.0982611562994955,3.7167324276249323,6.416005154050142,7.1290730957579145,9.294326076995706,2.695684724381392,6.303215496206029
17,1,5.164106505123774,5.109252215048848,5.427829705101718,2.3287238930541556,3.324244774510181,4.3738534498748995,7.102443398284794,3.27227881969893
18,1,6.098115157740114,3.063875373713491,2.089410544781188,2.5391428659423076,5.13404590372812,6.183407837929315,4.133523916708372,3.377376932126915
19,2,6.042904548655161,7.045911744347235,7.137346003243273,3.966427280477582,8.542229127899493,8.623113547804687,6.499042304491198,3.6703235432258876
20,0,5.675409169884032,2.310193595609978,3.1441115551744283,6.26783415007183,5.360321285432002,2.3598053950683457,6.623003295265269,4.096011766786817
