T,FC,x1,x2,x3
1,1,6.833955651633404,5.855812001409573,4.252501904510451
2,3,5.69952416270086,4.473428187650912,7.504545883401923
3,2,5.378030125560878,6.122450605692333,4.299404515064019
4,0,4.518155130983973,3.5363480898980617,4.000110260233418
5,3,6.454069793863931,2.33120123711101,3.066197827300498
6,1,6.728824177011484,6.441571180581922,4.605663257581153
7,2,4.362313679089583,7.172435594293441,5.1445463597400325
8,1,7.004074410113492,9.794675607394623,3.199272350464491
9,2,6.390590496724993,6.327209104586532,7.494766396297346
10,1,3.3281339872954145,7.4469798418920785,2.533524736508002
11,3,8.1062293243155,5.913930798666191,4.031502114502313
12,2,8.49110299146581,7.55293766588208,4.31053057023173
13,1,8.14287396182926,6.011731730205534,4.209729243684292
14,0,9.20595556179379,8.874744942630237,5.003650438149154
15,1,6.440097049088763,2.101690236374437,4.418800033677167
16,3,4.577404638751805,8.934860803952098,7.506668366478145
17,2,3.2766876307810597,5.625541280429941,4.742846860326192
18,2,6.646744269527866,4.929546125637938,6.574137925129165
19,2,4.770705481791504,3.168816457692878,9.180484175330648
20,0,7.395393073991122,5.180009300277349,3.305581876875976
