T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,6,8.127245180027726,4.567637953548458,9.018838157228561,3.3615649657998894,3.2757982293903507,2.543108077797312,4.540050951829389,6.854651362086799,7.2409304266436685,7.565756927371854
2,10,4.080622216219943,8.121645213636349,6.164866260968857,6.721627509232434,3.8074549094175674,4.164058835489051,9.206246668662128,4.6298134044952555,6.269354272251391,6.587215501794077
3,6,2.4088903341138685,4.4257678083767775,3.166221405281392,7.239596266682316,3.6456898953671426,6.333169280125451,2.2422556843483736,5.441402938445135,4.823237448375581,7.339203188032699
4,2,5.854005851389135,5.132348731254304,4.684033156667639,7.337443014489742,2.761993783747933,4.218060188941823,8.366819181150696,4.602440378043681,4.042826734465346,2.262490867577781
5,2,5.406034269257032,7.184426511808822,3.3144175470823884,6.707754504012968,3.8423665654931645,4.078924821864966,5.357173444907766,7.326877970410773,3.333227210668332,8.368773813062862
6,2,3.068658847219796,7.027086539719172,6.345998699036662,4.720253389751547,5.0411115640168225,5.936178878447668,2.2645829961649033,10.695007044334787,4.899489256226833,4.940806372817143
7,3,5.351008472861222,6.322580742116145,3.358373449371386,4.328927866536465,5.322231530120009,4.605176046837261,7.4493896616892545,2.419591138244022,8.425993421404137,6.385109807005088
8,5,4.843179301142271,5.1116968280873225,5.405601533116901,4.036408787397702,4.1174721095228834,4.296546313054028,7.158052341153787,8.68026152617452,4.0433454427755,6.729591070774807
9,7,6.622350675726854,2.14516655865743,3.428226474441658,11.776773407064937,6.965242667799063,3.425317725001642,4.183046521761057,6.711251484793121,4.772389402057309,8.047330573703661
10,7,4.794347344942367,3.2521129241496336,7.340882898714931,6.472784229387969,5.120211637668424,11.396125661958395,2.0523403522428194,6.845163247966871,4.5536896085879555,6.057800054612516
11,1,3.154467643166055,5.542077474570064,5.857030981676472,6.226147569188461,5.22648138214059,7.0323648320383745,3.751442573548865,4.100544890545938,6.804362205431287,3.30545642039974
12,2,6.262959746434966,5.175720602699554,6.33869184100312,3.1044366758664834,3.327260631701471,7.979051416722719,3.483103346726707,2.1796011720526782,3.246141121856667,3.180321447206212
13,4,2.937131654836163,7.360755295966696,4.288911536836999,3.343525535851989,5.473325371894585,6.968436478264243,2.0079855445719104,4.116784049201893,8.367491232624383,4.7702469721916145
14,2,4.680693443823234,4.711638667953159,5.460825823194572,9.921795552664573,3.4856234764868033,6.937421666186439,5.315526683404879,5.835168423181686,5.034867888090987,6.101737777755989
15,2,2.934513379836534,4.215353916795994,5.17531786916037,5.8071812278314745,4.541967561434866,3.172105007359677,4.651581898281872,3.094690367258879,2.1017014520416604,3.247339924497
16,1,4.081920060744487,7.115846440243374,7.542694698238001,7.632796318650362,2.8205893264699755,10.989944718672719,4.856224558867081,4.7703852805785365,4.093750887005703,6.560675986824519
17,6,4.1777159511142035,6.097082915636854,8.35111568792414,5.242022555457626,7.89719408215949,6.310892713706853,9.39294886362532,8.12441583741667,6.750812467130931,2.0537352325539113
18,0,2.3217978659054217,4.058346462491826,2.1064314595450804,6.878625218893818,2.0526726778228985,6.285425840883646,7.69047189371123,6.739122231910104,5.002150816704518,3.0473000658375975
19,0,5.175735093341325,6.392798602773843,4.085743649279247,6.05260922019466,11.68803261041251,3.979048919182156,9.178593689938868,6.296037756694547,7.383383986265717,8.106029724432423
20,0,3.22343333344153,6.31418001697101,2.7500622654190057,5.406931795061305,5.594039959636483,2.3879515968570333,2.3883930345699182,4.621345640122918,7.376986967911181,2.1750240743144467
