T,FC,x1,x2,x3
1,2,7.256527979640166,3.133999203690676,3.170798677214523
2,80,2.3072592587865275,3.9489783813264707,7.380446180942188
3,30,6.341863702290385,4.485916391111601,6.2455420062559845
4,8,7.415123229378915,7.335450159486947,5.335361034836334
5,1,5.105125547365608,7.259106090279653,5.430384470212151
6,0,7.617516957686799,3.6502485580832693,4.209294199454468
7,0,8.47062140612495,5.107236954134633,3.0415928287777607
8,0,4.044086682881689,8.039187290425671,3.00293695138126
9,0,6.023706500952729,5.347910164260711,4.071774072773028
10,0,6.760320250824905,9.848009755199103,9.38580057941579
11,0,2.8966153742517617,6.082805182113216,4.063426889087095
12,0,7.359882672569582,8.359258271778458,6.074718171085658
13,0,7.036113751194549,5.519867674150995,5.005961506451208
14,0,5.482577832993177,4.245636534408408,6.083462587508786
15,0,2.567085547700887,7.230779200672131,7.970896460039174
16,0,6.415877654639675,7.440179166321865,4.686997965497561
17,0,7.883543680160658,9.712790434690225,6.374020532604234
18,0,2.6815450167322794,7.48160214563327,5.538262673533909
19,0,2.0326341182885925,2.7571360693271316,7.019179893763447
20,0,9.33022425083955,5.4324919214210405,3.4203987563947034
