T,FC,x1,x2,x3,x4,x5,x6
1,1,4.017710304873656,6.9280019732919085,2.1039549196018514,7.0812777221267975,10.329427855583802,8.38330473617289
2,101,7.505629113527961,5.749160107531556,7.471568392497632,2.5312778979589927,6.6751548401684095,4.087917612872589
3,14,3.4708789025765974,6.373507791280741,5.048320859442394,3.8228660221598996,5.116130079860371,2.3414948123659407
4,1,5.643818295058814,7.186851684875318,2.362131170892894,6.4214313104494325,3.009465151549335,7.369570103500539
5,0,8.008487081865239,8.684392122244565,6.123604689121603,2.7497450671770363,3.2920573193321254,10.987005541608928
6,0,3.1594319650303895,7.616559812906647,2.2446638948157798,8.047170602158147,4.005701984088379,6.094124775247309
7,0,2.6904346034895914,5.075859426587919,8.368040216172824,5.735074775190347,4.960401419028768,7.361778900617757
8,0,7.143277842354606,5.720462755450197,3.6955112779382255,2.086216498058661,7.8744831867874465,6.085489408416267
9,0,7.220596593216616,2.2764358235983386,5.509364132735652,4.806862574334634,7.354860477377973,6.640514906657546
10,0,4.57255097305132,10.210914441552053,4.683687559257751,9.470163705838795,4.379252893471664,3.1506690948396425
11,0,9.759675145706822,2.0156657080891676,7.307379499878595,2.583980879371631,7.724480093130907,3.5172804489578895
12,0,3.645157568102629,2.1473335135549427,6.501857865815483,2.0226029732646156,6.3667310125746805,2.318034227828862
13,0,7.8034352601800245,5.954068894073502,5.612626555514537,7.133181703396081,6.849586575803436,3.390982284074793
14,0,3.4610996056317287,6.356786434050948,6.935087944497354,5.1561914856528555,9.090401460440741,7.592533607428362
15,0,6.423727734724328,7.0751163669558,7.677318532076595,4.441580843857088,6.76334951133387,3.7550419222810527
16,0,2.454945677488151,5.9345176983388495,5.2275862544651694,7.1642868781017155,2.9918453617294274,6.835203341994365
17,0,7.921003072745772,5.923976750100936,4.256273532443232,4.079448619498776,6.035596560188197,3.544382665893932
18,0,7.315119534203781,9.421874629682913,3.2748358772837847,6.000014753079347,2.9646614082826326,2.3826122585960894
19,0,6.295883106182029,7.160687973852941,5.908087882402573,6.499124131537089,6.133405124388946,5.413918300694595
20,0,4.120415176716582,7.546936655608484,5.329621040282781,6.64286373059533,3.14444128876353,8.102401450294455
