T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,3,3.2857430298803836,4.562822756408268,5.076008847935498,4.6366903889015,5.469660703959443,6.5343718241540945,5.1401853242922275,3.030233501994888,7.953795373612383
2,109,3.799989486702131,2.8422026944849677,4.124581094614013,7.049503758445208,2.805329678620025,2.572845732931819,7.190046850739192,7.014439488729422,6.93412078043224
3,11,2.005856314302857,11.754709093046115,4.538917700133664,7.477431119126148,7.663776811443767,3.886776709260102,5.4698649456042485,3.9579790302957227,6.63431290139412
4,0,3.6859091263926094,3.162143666930226,4.665657652639176,3.195358611551677,5.116781693510617,3.046075847827123,3.7963765374524128,7.309196163787402,4.050110932755635
5,0,7.531011280967652,7.213785971845401,6.598288554063691,2.067437578322259,6.082463246220648,8.92189215601714,5.044507182829608,2.1200612461007107,3.281833819788294
6,0,7.4097747650292645,5.794467642392584,6.693064706747268,2.0129739072031643,7.232838375859294,4.182762164671628,2.7270617202537246,10.041563540027452,5.010779014009167
7,0,8.207296095684654,3.6159328567473583,7.259537494736255,8.354933412101598,4.279102167940141,2.6254164538485845,2.1689947090525186,5.683141492559708,4.880463264208137
8,0,6.315949914830506,7.6937710391336624,5.123529940030556,7.24730679983024,7.004625323978743,7.501455918703279,4.0314317438064196,3.195505107504993,5.216740109334155
9,0,7.787833828759714,3.0978427675378164,6.4664409951049056,5.712268511971777,4.644289056869155,2.548317682377172,5.169102875801028,5.012747926392857,3.3134142924767547
10,0,3.449588145963741,2.432675403364649,5.243707618397989,6.421155936209399,7.186782563042615,5.179774479511146,5.9874651886716395,6.2809470515841905,9.763665955751025
11,0,7.075544633269446,3.213460724699617,5.174680783987177,3.743380135856342,3.7799871526206372,7.096215389052265,4.477919246093587,7.1325687104754305,3.8167410229374332
12,0,6.42006752137452,6.745283026522406,7.2074755892670845,5.0297563755663575,4.118184363625071,7.680497901438248,5.055814746442804,6.2185792031665725,6.037473016112582
13,0,3.02323118829031,4.440199042663969,7.895294043446896,5.013452120344837,7.516825868812777,3.4704639223314264,6.25332767832975,7.679556738115193,2.2131666602216122
14,0,6.367280118399244,4.495805092664973,6.169640615858236,7.555808596339697,6.26641259867299,5.090679178392088,2.757921418903612,8.954670686315719,4.346134572463728
15,0,4.340841232748034,4.678830723004696,7.611739812119011,2.1461541296914644,5.597926207970473,4.182641554459722,7.395546209739287,5.196528007405245,6.1824260285846
16,0,5.902248725958489,4.28732142655584,3.142602624611823,5.1416817645615716,4.328387083650497,2.3682479473098943,6.200611590764723,7.653581595414791,4.770337444630165
17,0,6.111901173959432,4.9490696738596425,7.376175744799024,6.257314383390431,7.2864578584453135,4.177187348703625,5.337933484220942,4.349946992698786,8.139841483707691
18,0,6.136859935553619,4.251984956573637,3.0551217939846116,8.792781624893385,6.185656023259384,3.0894593090922586,6.589774580914814,8.310792460185807,7.307549829669366
19,0,5.841640144353054,7.183213492521783,6.5834178094065905,4.336125411088092,7.523582392880831,3.351480136840883,6.535376338282047,2.4636307851748076,6.0977169804983955
20,0,5.802698210519762,5.397673853236933,9.37864165750127,7.009299156905458,3.679944721881892,6.011881525030119,3.177668081143158,4.458270300451029,5.509258364511648
