T,FC,x1,x2,x3,x4,x5,x6,x7
1,3,2.5412312085047146,5.294445794215844,4.431181207956061,3.447825335525544,4.736983319046475,4.925221999036535,7.676696119132954
2,88,7.759745431261338,4.935499719757586,4.240018846015646,6.154836260738369,4.951656985305014,7.101555952508532,5.130930945878435
3,23,3.8857555395689607,4.835928641259811,6.41017132995105,8.726090243967347,4.394560985617142,6.230106344814073,9.244766752600398
4,1,9.12854317989726,2.051656735093798,7.194522844161803,6.229361214982,3.3105745539334652,3.084080763586524,11.15409310115358
5,0,6.506558826916224,7.1133862528341405,4.072327745522437,2.0480600384595045,3.2465006428672742,3.033340826069451,3.268330378364968
6,0,7.868534198428875,6.547874293278919,5.56761817241655,7.19039177132295,7.994918723141098,2.829525291549645,7.429300092017193
7,0,6.129440950776884,5.8641437944164405,3.171048341207392,4.5049131091555115,5.364881917488818,3.726074534832398,7.402741934352542
8,0,6.193096713194124,3.8093379275104158,3.390349544058134,5.349063445490055,3.2394907405961284,4.763282129599505,2.387675225233509
9,0,6.5691171595468045,10.125935881219505,3.2310846280208794,5.622143061079928,4.263545897580193,6.0079467435954905,5.7230594000439154
10,0,4.5455244430176505,6.37562479017793,4.380564984464833,6.9060025145153645,5.151607074263823,2.561248149232022,3.3076670396408976
11,0,8.040804154271198,3.701035851106334,2.1188643614684195,5.28967242853931,4.2710266543619095,6.315034178332009,9.064742802399508
12,0,4.106265972706442,9.75095058399042,2.5382265182724995,8.415409476477244,4.249570346962651,5.06632897856043,6.236536970044919
13,0,6.203122920277259,8.540340987720992,7.372279612595283,6.213336709828833,5.314367820063179,10.750394210983776,3.1338106167487627
14,0,6.4982185668397525,8.031222971669928,7.230879323551154,6.242831153480723,11.031723439528857,7.13740816465271,7.328875523427744
15,0,6.9971791641463135,3.2917947854342517,6.391318895862122,4.2668432842418245,6.2722669253625,2.6435184106932064,3.0044395449039354
16,0,6.083218407983367,7.466865921064288,7.990506560198138,5.166195672997601,7.298286903988537,7.588574392121053,6.586983527985283
17,0,5.748515428912978,6.512431772301548,7.0797663149679995,3.247758187759847,4.151636402327406,2.3792565115860462,6.173289247674807
18,0,6.4998514967751655,5.53555114553258,8.858589786742527,7.245078548781571,4.693996756517998,3.138075340595075,3.2587500393821482
19,0,5.4615813015708286,3.068001117618314,4.056701673053102,2.6163449373839853,4.099964135874936,6.421697709037757,5.871281987826435
20,0,6.301859001546438,7.593198889142994,3.841195901556274,5.169558251235027,5.0290384023933346,4.073960647286059,7.20142888439638
