T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,3,2.268013424784119,6.417047136181004,3.4725274214936914,2.7272491004799786,6.245929004309671,2.2223782473553233,7.01018670091776,5.287544504908309,10.926965989904973
2,3,6.3641701224164136,3.0206387253013407,5.832503639989129,7.01691964594271,6.469549630285448,2.099680736617567,7.107392415123278,6.696607430005901,6.058364363909866
3,7,6.585419321603909,6.342782721641306,8.177849907730275,6.256948912099307,3.1126627225828436,7.779994376916631,7.431173824503338,3.4566510044402294,7.4416755165481305
4,3,3.964818837659139,6.160818132928368,5.715928055440684,5.082312665134494,3.283706302387707,4.924226314191055,7.646458758906578,4.288536353820236,5.689478073015435
5,5,3.1536106610204495,13.672606033169684,4.103470311919581,2.004493652962497,5.064145771538588,6.192125815327632,5.807431162517229,6.641855859722154,9.42171437363997
6,6,6.159375105577677,10.072700435377488,4.519001178244688,7.223345584547503,11.349921815822007,5.251226826850533,7.190780119209909,3.0257185983195485,4.12135491221063
7,2,7.253659004611167,3.984400517923352,2.2800991646687647,9.04476048698383,2.1824249843228443,6.435580793563996,4.449017117253051,5.528019564745457,7.087627766960571
8,3,3.3204025529019487,4.9451066061729545,2.8793070384599417,7.276117976115931,7.147393610244983,3.6847674648018027,6.152692136564442,5.340696110365074,6.25768486535276
9,3,4.79387611118828,2.611108634379456,3.6189605384969026,10.884842659247884,10.69408176637944,3.821890619731982,6.181124106909544,5.179032834350061,2.2810961980620887
10,8,7.6909309374210695,7.692363362604566,8.051043100776374,4.479494612358217,6.28620875583402,5.13664974038518,7.814359140398159,2.1660182155781733,8.63581367492317
11,1,7.489998095169679,3.20626120649852,4.352490010647392,6.067586430124493,4.0069742592661255,4.667887233998223,4.798295406943967,4.615255679427035,7.222753138014458
12,6,7.940990179051692,6.058310808284341,9.460685089113673,3.3873600953370286,10.115478363247801,4.399323338051005,6.1668264440670955,7.241003863767878,2.7792472397651924
13,0,7.807211264762094,6.211518828604467,2.3987435728980846,2.137820748591242,2.6624808180244512,7.440011531864961,2.2376803517659702,6.346188499897494,5.422347282558774
14,1,5.097395197013658,2.7080284538897503,3.986510527552857,3.0663592608492976,4.06699434929339,6.054383591033219,2.7580837808093404,5.036597089990139,7.088870614039779
15,2,2.3833636041699835,6.590036488755688,6.091650347451004,8.285263154308044,4.54575434890719,7.562725168412516,4.1242588449896145,2.7791385760511895,4.867802160648876
16,5,10.434510953413572,5.683429407852282,3.748508164266789,3.780414508447343,3.513529673396849,7.299201194595914,3.1790389294987196,3.0431992990338066,5.2298554332350555
17,3,5.504895369210054,2.1660272813541006,6.023453756870314,7.152029092119236,7.013563707652577,7.066911449622406,11.803495609617197,3.2306995989261367,6.554063867908153
18,3,4.847787696885463,8.238006028548948,6.219203750528318,7.010562345531624,5.391314505995119,3.5704308557691506,7.269810752395045,6.959227288300658,6.086295970567526
19,0,4.915278367347668,4.318611398935826,7.345525908925372,2.0621155437798238,5.465199001306441,4.086698860109058,6.551650321362715,3.2358679175781466,3.4302635839534763
20,3,2.4840481668676486,8.003157522660885,3.607525308991381,2.2108294059735196,7.146962711476037,3.9316341658473304,7.607502323576626,6.765116750594631,8.480911081018006
