T,FC,x1,x2,x3,x4
1,3,4.030427804975633,2.2461899346951477,5.6871580113626194,6.436358253314153
2,6,6.553566948930961,7.099792168017228,9.688818012875043,5.032033088746942
3,5,6.477952819173839,5.753816288128442,3.3749999653556033,4.44928591252441
4,1,7.605450990513054,3.6119667611476265,2.439024047533519,4.923481948886217
5,2,5.2962194559484015,7.274721557134494,5.715630251337077,11.174997742866875
6,2,7.103675287791157,8.939730262747025,3.3144974382957444,7.370269208562636
7,3,2.1461242133022496,4.013110756220023,2.3288701175370026,7.938497532552429
8,3,10.44000493121419,7.549806675970502,7.523295279802445,4.892233404322011
9,6,7.365060172499693,7.186627952733754,5.952028113774395,7.239980097605999
10,3,7.5116771299910035,8.751123088229487,7.269451598763808,5.499062984098595
11,0,8.516656014181454,8.309986347681463,5.025206798930709,5.033790911459642
12,3,6.049783358963926,7.408875906306459,3.473011826922259,2.0760173153159913
13,5,4.5944659952233105,5.800623714529845,4.31589032174987,6.072270797962986
14,1,3.7321980126798477,4.053152912179165,5.676172901448887,5.871354447917184
15,1,3.36724480470922,7.355674876625622,3.3214496486662193,6.08424487669996
16,0,8.019339117827682,3.760009254734708,2.039463751995626,3.273832145719452
17,3,7.296209620595369,4.195569948090954,2.6710145588362275,2.260217782621127
18,1,4.101369539348035,5.057010535479065,3.932116265212037,6.660133738398291
19,4,4.97353820296432,2.209811453681887,4.063862891301146,3.3125193701489772
20,1,3.8741035446846617,5.032296484508626,6.330293002100721,8.638310788068303
