T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,2,2.789477663722022,2.4039304945246056,8.835689796005687,7.456846587915707,5.624663300479323,4.65981769629991,7.73819630078284,2.870116204634804
2,6,3.6126093447202563,7.662955950115181,4.245035151881538,4.541471429642373,7.060504319555222,7.14927223457371,3.1752761199655217,6.2229458564684865
3,3,6.776359805956443,2.1471285849074717,5.03260041453387,7.181382842292388,6.744095949866462,2.601776693662701,4.469607276919964,7.435410019069176
4,5,3.4427307355929386,7.169495126866834,6.00099312221084,6.4035429141515605,4.613947118773185,6.094583955755727,11.124789679276114,4.836943732146025
5,3,9.430032619017382,5.280103363331383,5.112576677848079,3.1540547929234273,2.1315740709907227,3.727407136529431,5.396087888550304,7.91465207153443
6,2,3.12061585222817,6.9438053944413305,5.044668891500704,2.1235714029648216,7.212942651337805,5.925544218897168,4.285942643391711,6.284705091129069
7,2,5.03029017935262,7.635848492201712,7.2396478009096334,4.630687213446397,5.206761487889663,6.309414578086188,8.21895284546386,8.337023264766646
8,2,5.079358582890242,4.852656962251336,2.286434676049445,2.2383413509512904,2.536493730337555,6.003966206190062,5.035732927532213,8.035554888547123
9,2,3.528833921813327,2.1579033056523005,3.44112626960498,3.3413603370106992,3.1059470958288413,2.4594138822750784,7.101680650546174,7.147045642088146
10,5,8.34835363439398,5.799859482734047,4.122026615379354,5.574662920988,5.045926208561954,7.356936283725227,5.9390955861650205,4.252265849222045
11,4,6.3471623326170326,7.48483253694874,3.679423214956911,4.509239292644971,8.73486380111433,7.6600025321832215,4.4495772732077254,5.57472662701468
12,2,7.327979237523429,7.4195882477549215,6.101585846319963,7.5396412496655,7.418136205435749,2.1694823595984905,3.088989293638742,8.65998102509563
13,1,2.5797067606819253,2.036751030325942,6.916487940944821,4.025231423819069,8.248100655400366,5.601093587493746,7.2447783567676245,4.19907685783736
14,2,4.152905736377928,3.27449325760025,5.300950901533474,4.041081461454107,7.078069235715214,5.211814233317909,6.7369751914346185,3.8449735411450803
15,5,3.4200216635420544,4.010338099817926,6.485621955367538,4.204773564555741,4.9305160262451135,6.896797711000489,6.130767994945884,7.071899474457123
16,3,3.259458233083966,5.066613914224092,9.554800874998236,3.6173201148467298,6.96349727130859,6.569268513906511,5.568530639295566,4.317470476414969
17,1,2.513187334083476,2.6554736109748456,7.485724016871081,5.294856012865078,4.3537521070021645,8.122399928228093,5.468733693292691,4.239360161273671
18,5,5.345206225646683,7.7413587865457805,5.123463399127659,8.551161131374984,3.6575310873405558,7.08794842982613,7.502510949747347,6.14049116749543
19,2,5.761647985049557,5.978203455292239,7.182841927945317,5.667471941509415,2.465446628097273,3.143548396434146,4.876567532612366,7.880308834154492
20,2,7.205154777901761,3.7861612609632203,5.40319115414621,6.76278433771161,3.123958914952844,6.669383403168583,2.9359895792777495,6.9941498007826794
