T,FC,x1,x2,x3,x4,x5,x6,x7
1,2,7.490053329658164,7.117424868456883,2.415226717418359,8.43711577558128,5.692430293429822,8.321536962556904,8.772280923446996
2,4,4.133516684727524,5.861303866774014,8.972582531700478,4.327572454045315,4.6178550448559745,5.766487190395101,4.52377128781867
3,7,5.833120299489222,8.310918340737894,6.107645582694297,7.607241194588651,3.8143457559175182,6.022130160971419,5.2661281717036825
4,3,5.986826473981296,2.237432881575475,8.007927641257666,3.373262165723507,3.4182295827292073,5.571930307497661,6.823577945791598
5,5,5.5296174766074095,4.2469450091798056,5.385741850085981,6.809661883352188,7.54272369188058,7.432407052100588,2.1026370205532143
6,3,3.4194462668381465,3.1706327809002537,6.090758764142095,2.4836658937034635,2.398354396532432,7.373513577618147,6.503822436240672
7,5,2.986717609887558,4.2227068178446485,4.436793705488583,2.9937452604544346,8.003584503051876,4.128984911527778,3.425926278271422
8,3,5.261892396790853,3.2207295129570497,3.3987510605669145,3.8922585640333702,12.101549885101555,6.166110092676906,4.382650074063905
9,4,3.667431897212225,4.035109319347921,4.3437019758395685,5.198914467546537,2.052565065214784,5.987434563761362,8.922715705207901
10,2,3.6316812242717127,4.1165979985437176,6.262192881511589,3.173078116957606,7.023332565576738,3.3717800606675623,3.068709167245643
11,8,5.221703162847641,3.087007617958499,6.567049773074229,2.279769859216647,3.283458901688523,5.328165720717319,6.037418210745211
12,6,4.19990265145791,7.528158856929193,5.360340624697491,7.086080731195847,5.711714800523552,6.204165071839984,7.1231730788631715
13,6,5.811349232930478,6.061709702017345,6.2569587798303665,7.691009139641067,4.428428468118424,6.595055735640529,5.905657410931403
14,3,7.355818833534365,4.446457922134163,2.3155651750253003,5.0631764580544605,4.0063724842704405,2.241899989149766,7.058794580074138
15,4,2.542157843730191,4.484863269726876,7.493658862606948,8.003342367794279,5.076504805135527,4.898513114815575,8.77537092622169
16,3,3.6118844588254473,4.907752089333726,2.103187609198414,7.314990230885915,8.35939569679621,5.053044685514039,7.21576132772963
17,2,6.639745421763565,7.667466253733797,4.25443618540823,7.442540086675178,5.963959219176333,6.204508675638624,2.046828933879934
18,2,6.669734460477438,5.292220080859844,7.067333967765671,6.593794426497691,4.105948123001513,2.397372251514171,4.536243733708813
19,2,4.306405574050566,6.2016536074571755,2.1695427148204804,7.370746940266313,6.105417440116964,5.172251237264654,6.766655906095755
20,5,3.489707741719343,2.654252868507334,3.861008749915145,5.055998996532908,7.070992992188147,3.455238084915831,7.319688546362694
