T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,5,7.517248199007678,8.45505233832349,4.030056902157286,7.6776484731233365,2.2671323252172164,6.0028394527012265,4.159250156107944,2.8215293508387504,6.138032067415831,2.3217264215847835
2,7,3.1022517950047126,6.9164861957835875,5.671529240176717,6.476104106163003,2.27132989272003,8.571422897060119,6.32889006216007,5.687457328422748,5.808425980151606,2.0021968326737904
3,8,5.615563929028936,2.089939833702162,9.39930107298234,2.059667798846822,6.906300314227229,7.078624506252856,6.612300866329882,5.085603157886472,4.54605406973473,5.843100004060187
4,6,9.105116074014305,7.573515668467166,6.3598645837435885,5.71041877363036,5.281269078547706,4.007606487875179,3.2685708999604426,5.4601891565912215,5.468269912312807,2.6544274153503062
5,8,6.566734362910951,8.742945306617179,6.337223924255186,6.466572244897068,3.19830468322228,7.067471281725332,2.8102991243088224,8.453742571387972,3.3024592765804517,7.653952093004799
6,9,6.014609529995599,4.2493551304855295,3.7797931584098703,7.2503905755374625,6.123818538667629,5.885287595564649,6.57079471905433,9.810891004077018,2.0912602035759873,2.315332527212111
7,7,3.249649802525676,5.0069996537818895,7.098636657167303,9.134874913333572,4.970841269367282,5.027167913036365,4.213767375092692,7.1919250497188205,7.829447611836785,6.076514001064264
8,4,5.717452138706672,4.444173623769932,7.080916626546591,5.693758339369541,8.118851590066964,6.166261922202919,5.7190235068563275,4.04663393787409,6.372173860317007,7.019279297557333
9,0,6.968934375887983,4.096943428260295,6.296184026511338,7.560527415324543,3.962748842965596,4.218110486019326,3.00036249746042,6.234203256452929,4.1898033639706735,4.5581883456455055
10,6,4.248476894613941,4.183298597699256,5.646288756237236,6.356697105851406,6.645452214295532,5.4655907985220855,7.182866406964875,7.258623707174702,5.296222772648559,4.8615546279048765
11,5,3.4417334744687498,3.141802323173191,7.853962879957491,7.077080710142449,6.915086685296506,2.069381392349059,8.546275190444726,3.052900296382194,4.606599770796259,6.148888596973812
12,0,8.061618667840104,2.1730875641125227,5.698615575475228,7.700715288360999,6.552835576087759,3.8592108787378248,3.058460851140061,6.5092864750680866,4.611727727193326,4.877292752825028
13,2,4.638955748188035,7.293689131162421,8.849219763280743,7.495793858801888,3.2075213642591427,5.262017032339462,9.931702650568727,3.6191517178210493,6.144546451864623,6.568951229975377
14,1,6.639510807601155,5.641171345197186,12.2506209947474,4.989485796473408,7.632473055753106,2.25253531996987,2.0795826445310435,3.1266541039549285,3.0188361182444283,6.143598006242475
15,1,3.816879125408791,6.793387022425749,7.083484262979553,3.770580201141802,4.744170561981916,4.3045191702790655,7.317878824971163,6.993382402006434,7.7724249310961415,7.492610077036815
16,1,5.465693257543223,7.8925417204095485,7.050195558480987,6.11696200906396,2.019143057242253,6.429404049134675,2.559018578476745,3.5940754058324362,9.478879858511066,3.6251627947537535
17,1,7.575051619759352,7.879023647077657,5.469014229012431,7.014029386570405,6.563164997229527,6.1581172050782875,4.184211775645424,6.061748643147276,8.925926517719391,5.284341025627201
18,4,3.8249902285006248,2.3062398457550293,7.598582093653119,5.092689106625778,5.716712478054755,3.027080479671548,8.516110293626959,6.643844817229202,10.953155890573667,6.048265786295327
19,2,4.8492056458017245,2.3392218783960654,7.3107964222949615,4.03524287060916,3.779856337634432,6.014255549398303,7.15944977401421,7.014130451156597,5.59864740259137,5.397331170846951
20,1,4.968259396735625,3.7017228032153455,5.519792233398095,4.440810054390714,5.143261056872902,6.887227769932706,6.738614694448395,6.938545445427718,3.5722550094191874,4.399932796913405
