T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,2,2.499913408098417,4.670695457814267,6.72446421237243,6.165352547958398,7.313547426453649,8.497347926923624,4.056705229335238,5.065175331774743
2,1,5.77082039890791,2.5714852591502773,6.063015286520145,5.290596558523182,7.057542982252874,3.0228490682404603,2.642387975202948,3.8654941757995704
3,1,4.321064174190704,7.507055794343951,7.6254437936655375,6.420117085907623,2.2906876044498587,8.96503736814963,6.419616216177982,6.053962350144413
4,4,6.293922118384789,6.558311340362424,2.6927481019778083,4.15450291288539,4.311595031855687,5.98292484125431,9.290923409136003,7.417837318477594
5,0,6.207468138978639,3.094145875694543,3.339634988612751,6.828681173192811,7.488571044819825,4.4115540490446605,6.648439162965859,7.84074103139513
6,2,7.918067011914136,5.04363598178485,4.6055562688035225,3.3897143447412654,2.7717745786026393,7.676412367966299,5.757779638241285,4.537208241638357
7,0,6.620833432476417,3.616395877749368,7.395631938760578,3.3576046473883165,3.287083316639373,3.55884871574432,6.399884882344053,7.187315121738059
8,3,6.191528195648521,4.639901775499873,2.921706028184204,5.39806958632631,5.156229978500632,6.173344719653529,6.207198777221523,6.351398372370507
9,2,6.284809702696359,3.264532945166106,7.088266901914947,2.9817252236257117,3.181420658227569,7.560345771765165,7.222234934384111,5.558965233358078
10,3,10.32363491978531,5.213278189204138,2.4870557115569407,4.023627090802039,7.636108729569497,4.278560291168159,6.662304109262564,3.0067937422069697
11,2,6.080163750978596,6.48517614585553,9.252557356107824,7.089256866864693,5.07770710784416,7.793487957242991,5.057008288608307,2.7548812724158065
12,0,6.416418555169123,6.644372322386919,4.804806764296036,5.758195538430204,5.122783962543746,2.149647220594534,6.177936007121991,6.624533223622632
13,1,6.974746159244006,5.793597644449309,7.035632270789364,5.269094530194805,6.412716837812549,2.3536765054778797,7.874739507839558,4.264053435603784
14,2,5.81658207062974,4.723538631257573,9.306260414662805,9.290776397083112,3.28006704009587,8.213456152006867,6.446370987036142,6.70943561883191
15,5,2.98220476009758,7.410288382503298,7.922481160801549,8.280981931483673,2.6815398987783006,7.215057957898258,4.142852269149422,2.319133027621786
16,2,5.303361043958256,4.1958511840363775,3.2388926778659726,8.024556469318116,5.628891710318198,7.2437082600230385,4.347704896755124,7.134300957495551
17,0,5.876298955994583,6.078248847541756,5.360349106946536,2.642893278561789,2.0092606692134662,6.366346149355987,6.61931226924983,6.239724408982732
18,0,3.010087988430512,2.9065937850258488,4.546588860552799,3.635761074902771,6.393662682763516,3.0532055473525266,3.5577364548970816,3.9396694213953305
19,0,7.604701509159424,2.3435756195958533,6.477387507133658,7.388681860879928,4.601492942622049,6.975172094769641,6.432250763482445,6.673445185995778
20,1,5.606329780209708,3.0610173742956586,6.095849340736775,2.9289615099781097,6.03089421138891,6.650426441902629,8.475682778081117,7.165505443977098
