T,FC,x1,x2
1,2,5.185306814746355,7.106963908615228
2,0,6.437095039597532,4.057319634633905
3,1,7.155303379069638,4.400496435260195
4,5,5.08120469953169,9.336817894035109
5,2,3.1036339294235757,7.401424644408947
6,2,7.042495724189777,6.036052109277166
7,1,4.070080008024552,3.42671003730784
8,3,5.481542841831704,7.547661417251919
9,3,3.612336614094904,5.904436505434406
10,0,7.285059655208342,4.871183538555597
11,3,7.935465095520608,3.2883221925554493
12,1,3.899120970274246,7.128469088279865
13,0,2.2102185311857507,6.635712212080778
14,0,5.204635142217006,6.487969633597714
15,0,6.49711337490211,5.760648996327
16,4,4.580724201913627,4.162611685558024
17,2,3.37045346488561,6.204436246830842
18,2,6.339052073861875,6.526076377802298
19,1,5.073776023942129,4.527996681252477
20,2,5.494904013971632,2.0103393771899993
