T,FC,x1,x2,x3,x4,x5
1,1,3.071514423021516,3.339853533238971,2.237333959936049,6.152762250617325,2.2928024212011904
2,3,2.058603537297126,4.462378965594435,7.500591440854039,7.3287616105331574,8.145333771132544
3,4,5.267622811662251,4.694718180076352,8.87182748231692,6.504142280053916,4.304982045137254
4,1,2.3075923405902508,3.776267938880453,4.322323037768246,2.4736284685714107,8.183780926545088
5,3,8.802540705147269,6.573314058384399,5.009029819648635,5.047408634915452,10.535724392584918
6,1,5.499631096632813,2.9428429450971216,3.018318787171323,6.907733043729981,7.321218958259273
7,2,4.276849303929673,7.112710783125694,2.4318894963095334,8.846229615411797,2.545355799703508
8,2,3.218138722688771,7.4425752825732365,5.996067012848227,6.963442483245275,2.2667541347198905
9,1,7.326200010210133,6.579802046250599,2.1598301331969734,2.1892146752445187,5.248713062929861
10,2,5.952397902378405,7.47811497477492,7.13947223205758,3.8306320509556544,5.73850865968846
11,2,6.142976001935909,4.915177320569901,5.63185712620066,4.081892107757613,6.42715299940245
12,0,5.418646251413866,7.2532437158486145,8.06237307211872,2.7945873331147637,7.97398317180216
13,1,5.102760657782292,5.354977832882996,4.374746958923906,7.34399017984996,2.7468042067131377
14,2,6.2066211610407045,4.032898604699518,8.855572644230364,5.030273731140363,9.228136858696319
15,0,6.526512184829695,4.676922793846295,5.774136140782394,2.2116757698645766,7.519023226641611
16,2,5.793904550378125,2.154284801992613,4.962250066937079,7.982124500866217,7.558799752600906
17,1,2.1682230501389066,3.1658978728745426,5.319748533286014,4.894981589343253,6.409937353223928
18,4,4.001605730026681,7.165959021729402,2.2588015192778585,5.289456665635095,7.903507828307836
19,1,3.711025525683472,7.21860675201855,8.053780104846133,2.050799914965463,5.609126154535083
20,2,8.174180665334223,7.261452268641683,4.265815869377136,4.377187132217972,4.487351850913713
