T,FC,x1,x2,x3,x4,x5,x6
1,2,6.93686779270198,5.3442637660370025,5.482818738429311,5.717805512192059,6.192500120121119,5.360948339768072
2,88,2.755638573137231,4.6146739970534485,2.2894579245168427,5.46897430404302,5.755968554420974,2.0698587200014678
3,28,5.18996610821056,3.164144340801709,7.662313568562487,4.043913208484371,3.81763413608156,3.1238481419443986
4,5,4.114178282529396,3.4626884536842515,2.6536301310710178,3.135617585638939,7.977038495745179,2.3817559891779845
5,2,7.370564274793557,5.085755824907619,11.51982225448413,9.82137988744866,7.369287494995149,5.111816446903258
6,0,7.356493515913347,2.9850214469925413,4.676085059237415,6.254571285580084,6.492569212147255,7.186962880922679
7,0,4.531494874013094,2.3561656613628186,8.684037028479413,2.6200791853639545,8.27265867009822,5.746409248869807
8,0,6.256415005733103,6.743277104714675,3.529211353020571,5.528219271387215,3.603161502944939,7.283150428644914
9,0,7.052261740690319,2.2482809716207246,7.711067057678927,6.011829640697123,3.282984385915257,7.0441745604725545
10,0,5.762268170035238,6.349454556536304,4.371342897018474,6.198777456960395,4.321512535666049,4.731388538333592
11,0,4.661934678801678,3.792869067260858,7.389736220186537,3.3657039726412346,4.570286589005403,4.717182957388375
12,0,5.837744940353333,5.229613117016449,12.215681990389708,5.891474362086924,8.553632590957497,6.037511844015343
13,0,5.289272545911854,4.25754868081352,2.536468449750526,7.610345617207692,7.140276282500674,2.1562773977146388
14,0,7.278415567533031,6.113841046245746,11.54520520242752,2.022935995509087,8.468255251880171,5.031319228418291
15,0,3.39319726025939,7.975420802038808,5.192764327630383,3.0389514645589846,5.9962700854251425,4.8210210825046165
16,0,3.577214348164922,7.042334620649186,7.580959626754852,3.7578719218789307,2.7777173005650235,5.190240031017734
17,0,5.111934982218208,6.089902149012783,8.576537727283997,5.817667285348,4.80765194928867,6.485858869591289
18,0,4.426886491008677,2.1540216583498806,3.026144648436732,2.1673542298975086,7.041943172256339,6.841098695469308
19,0,7.370690978375234,3.1480014775902516,5.876297072839225,4.043821601735374,10.898209457469626,5.038697319064156
20,0,5.180150919174806,5.311171282181386,2.992294148035467,5.002701475850921,2.9320131042107938,6.435374663235015
