T,FC,x1,x2,x3,x4
1,1,3.9454966928733395,8.965224059174151,7.432721697465478,6.573345659407833
2,107,7.620049184556928,8.263094644312323,5.250518411251846,11.245408526926106
3,11,2.9261642344801024,7.64419357506044,6.022349504922398,3.2380010295581996
4,1,7.81469542840886,7.977263132398314,7.326988576025695,5.240110578897118
5,0,6.2223542670553895,2.2592583110648046,4.335677196090766,2.382594256239593
6,0,4.157126192934152,6.940269360874381,7.436479859873961,6.980950799516796
7,0,2.5627066225557633,7.8223379284181975,6.126854998759067,6.001241449876412
8,0,2.151982178723729,6.873520800060264,2.6157572695617133,7.687872870925003
9,0,7.903803328323269,6.304185602059765,5.276898964961826,6.618780775475786
10,0,5.400734008478457,6.092310540254739,2.1946339825691723,3.9433231668968216
11,0,6.570551074382194,7.455511945882472,4.234779141169461,6.632216972137641
12,0,4.5278264511658435,8.144631133128645,2.2810782085809977,3.357017643010023
13,0,5.580066065637643,7.129626567913051,7.205112495815059,7.107659896858668
14,0,2.140656881033572,3.5726240552750443,5.754789174236375,6.157903727572303
15,0,4.585577443798253,4.300391106474765,7.175205716921358,4.906951884326087
16,0,6.306047902766631,7.004305060927761,3.5399025508192583,7.428861828823762
17,0,7.287703456357266,5.127443899814504,8.969096742226922,2.864932805364996
18,0,2.1873839355810127,5.886195658597997,5.2667699919373305,2.019982917190801
19,0,6.253667128297182,4.3147067605171525,6.342882454778058,2.9512249127720116
20,0,7.373236080703061,4.131211156509299,4.247464598119172,9.258285590958973
