T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,2,7.3951174095899415,3.752841912906721,7.879541030534445,6.543214992620321,7.464271662229725,8.067517025980587,7.352233935562546,5.353144108922854
2,114,4.423555486062118,5.774816799227877,5.173581804974287,5.637048821787005,3.350549818514154,8.364283999934376,6.551798377317146,3.7149528580616114
3,17,5.539536406886575,8.53752971928532,2.1904747110191836,5.428818789352937,3.418548991661863,4.894312902013069,4.110285035910746,2.547503561337919
4,3,7.956740774571097,6.677979082277257,4.018540256127624,6.191041882804105,6.977663424828116,6.545241556652521,4.174643541273141,7.259846065290922
5,0,3.9213625514729795,4.1819674624539775,7.57754006370887,2.3391844601193044,2.275085505722637,3.0062719646533775,5.524276631140068,4.329404892536479
6,0,6.891415736997225,3.4126863136410934,7.912958798745058,6.992797503845246,5.084529119711078,5.426850869039694,6.442042485388808,4.885384913040284
7,0,5.785085868265255,5.147513580554442,9.342586466993763,3.001070827314367,6.174964928679182,6.026642515515541,3.9145086963776725,7.180183251225059
8,0,5.190605178092648,5.534212906341132,5.485694611383545,3.6842762009311922,7.384041606850093,7.102773488756256,4.100408461689597,2.534539660625259
9,0,6.905124524584829,4.929235457157626,8.11163515793954,5.404932554450876,4.544861502022047,6.6325877904972135,5.131234955222456,7.172234990283217
10,0,7.295862466124579,5.383774590192015,7.673797909224412,4.497771833084219,6.287739296866455,5.2497742472395466,6.841548012917949,6.211173544460589
11,0,6.672804214587554,8.095721916880695,8.216667534122347,4.846522852663688,7.414286610266772,7.338284208101625,3.864350943163041,6.440865679590539
12,0,7.06537638718679,3.957327029318735,5.373716149571987,4.4392492356727296,6.620123116751875,7.334095576095741,6.063505722588874,7.231923165273204
13,0,4.1995045734617085,5.828524626259079,7.058993458398784,3.3431833409607425,6.112027181745058,3.3566836819272177,7.630765444481973,6.746941721809166
14,0,5.716287343946201,7.452025995444804,4.581931642603502,5.117246770745229,6.516738117720527,4.311652906336734,5.234146942310035,5.8329820173584865
15,0,7.075802917224354,6.530848627608408,7.487677965769464,4.2657764790089745,4.1289550538793325,8.793998164407844,3.2911933272182896,5.896822457310168
16,0,7.678520587706208,3.040039405514523,3.563290113346047,6.138011167304442,7.5328996432834305,4.6206502057102234,4.618208298653261,7.220765303082577
17,0,3.244091962482799,3.6118651300410454,4.685914968930257,6.0021619386668155,6.239429720730002,7.90798047833004,5.238062124516654,2.116267096233505
18,0,5.51560287081807,4.185241800841045,6.816515005131099,7.476592420998451,5.321778154926321,4.445036377905501,5.896123307222994,8.459666322207283
19,0,3.1494460163736893,5.229179853336081,7.333301708658613,2.6012950390264287,5.328844621594762,4.692800208861305,5.5338142937325525,5.5835319350032115
20,0,3.009153537834789,8.31168561882761,3.595541652609525,4.597622086888953,3.4926876311552872,4.306860278154137,6.638874837193008,5.550511868511936
