T,FC,x1,x2,x3,x4,x5,x6,x7
1,2,7.018028676515639,2.053824400929686,5.059267638622885,2.837167701464785,7.313728643222241,3.3527124932824575,2.4791410975053205
2,98,2.1259773906843225,2.4864349293427095,6.551771335856207,10.311809148956584,5.875229501495728,2.1110779183339328,9.370972306436819
3,11,6.823727452682414,8.520882955571603,4.591297875588308,3.389401559149736,4.483688225886657,5.069924644075998,2.8371996315927346
4,0,8.358492153794526,11.166916067132256,6.608418639828962,6.825486149452155,6.289139623621507,7.181547316265274,5.994765940189383
5,0,3.0376221794018803,4.445396310354106,4.461532036652841,6.424425496578106,4.679680238755829,5.598524599326081,7.775839538280256
6,0,5.114178449888997,2.536185388139476,3.556708067359283,6.9015169594724615,4.155917709765506,6.099512470757389,3.4464797686331976
7,0,6.936451460548273,6.087250830079475,3.52609737104866,7.69090118846378,7.651151565399087,4.549471924550186,5.034367008459412
8,0,5.135005098998413,7.188765975126223,6.109771090602406,2.1060784939004824,4.2230177964844655,3.9974731442804297,3.7144350332520104
9,0,9.95453786413446,2.8248647693110662,8.229150517538288,5.152076432095981,5.516243118405469,6.180746690326519,5.033479916435493
10,0,3.2195352710148284,12.358404700623993,7.1638474380442085,2.1256737504601095,5.021854365292388,5.234755283438319,5.82023799560408
11,0,4.7501775915426485,3.000996681415824,4.57865895298879,6.558456141072958,6.587507431956949,2.6442991769052937,7.218256825784336
12,0,3.238741893156367,4.068074844929827,7.2590910932716755,6.505141329434936,7.168674990371246,7.71236313090085,4.1115253986721
13,0,6.190468869085638,7.4021355661008625,4.6292906994710545,4.808013397452606,9.477507666167067,8.681750571899062,5.116878210329577
14,0,7.06804291566102,5.702896613744237,6.683891073610989,5.074513021147387,7.3243733835379174,3.028219516254414,3.3083670266905463
15,0,6.05996929078133,6.21927841397774,7.037801834322014,4.7135832013754,2.7669435146148427,4.877007264071962,3.025151598383966
16,0,3.0696962288470946,4.469536592931316,8.042954247490648,7.155718175881959,3.709377780420833,7.180427568292024,4.718218969674586
17,0,3.5120374384708253,7.403141984822867,7.658191244209851,3.163862228885231,7.555869629861227,4.40467110259174,6.7901655339949
18,0,5.283987984990579,5.979827928135432,5.078507905863299,2.208120316342741,6.3828815052279415,5.003165275985116,6.101376742070494
19,0,4.713628175257763,2.1818756434453594,4.03350228009997,2.244434732865808,5.378116797798217,2.0248117621010966,6.039116021498258
20,0,4.992820934212952,7.148539782236215,2.0054763529151627,10.442125925600825,5.240842750692585,5.500951717787536,3.997232983842774
