T,FC,x1,x2,x3,x4,x5
1,1,4.108724528592983,4.423436558204562,12.61157082235324,2.484740300092395,2.2818088615996595
2,76,4.171492443585709,2.6740766004193457,7.444714085771461,3.0880723142034823,5.594235159234035
3,36,4.754902647411209,6.275627496209161,4.96901225247065,3.959625737201764,6.554901785607252
4,5,3.3336323878494105,4.454845294673948,3.5464308695851234,2.192763120022791,6.068526459405764
5,0,7.022330363595609,2.6463439451419353,6.2990826978401975,4.157093724296356,6.079567741547978
6,0,7.030327045291378,7.095265065238211,4.056940926122353,8.780668982526379,3.3143322969243028
7,0,7.349019829745927,6.266875011761828,7.2531480154735934,4.627810401581992,6.779291864535834
8,0,6.170518036466637,8.30086941684112,7.443471611767145,7.044105111128763,3.489924822240962
9,0,4.005667657097263,10.51674168547823,7.71658541633742,3.4819555700653315,7.301943351057204
10,0,2.0546865632474147,7.070085339296018,6.2763830893707,6.434648346095043,6.21260764082778
11,0,7.523691515609216,2.4795456749592835,3.032244776295538,8.394166097601875,4.770410741760529
12,0,6.043683211320708,3.4966354645411086,2.488490300709898,5.477817524141783,9.854087725008641
13,0,3.1297280492163044,3.08902108298413,3.615708713349486,4.891133334288489,10.112020114831903
14,0,6.979708596279911,8.218034228156286,7.691979175065544,4.105563108281935,4.644443107345953
15,0,8.037307046174256,4.242721861203683,4.138710772526839,3.1690226794743506,8.232359035060227
16,0,3.4781750794186292,7.465972260888083,6.13442794465695,9.157739043986684,6.410972853390321
17,0,10.73541484195678,6.613365730847111,8.842903177704136,7.642705510071555,6.798059236207899
18,0,3.5580149705627067,3.3457604452285787,5.259972864089215,5.067752007308057,7.132678968818691
19,0,6.864719063443226,3.1575069837739007,3.982389473021537,6.1340721057037815,7.614280730233753
20,0,4.359037524826243,2.54808186551426,7.771155009195527,2.495042104062134,2.2533824525411315
