T,FC,x1,x2,x3
1,0,6.083889460004368,5.229665600141765,3.1396060318332877
2,94,6.6217568172646235,6.679990437047376,3.494972084463165
3,25,3.4847877832816265,4.3303604946566985,4.261784949985928
4,8,8.825935258265496,8.28216180880293,5.170122366365206
5,0,4.9574823624430735,6.093296682245107,3.0110663974108367
6,0,7.692248688916071,10.748973139156998,6.152745763319573
7,0,2.163103819412138,8.10339399741525,7.0415591196939875
8,0,3.916461176799526,3.97531938915263,5.775659152053074
9,0,4.3381328845100535,5.2196548401698095,7.130803588528041
10,0,6.3821003723754135,2.039104327965153,7.240002458309308
11,0,7.5025319112252085,4.17058663186341,5.674448847632544
12,0,4.063069677990122,3.617217376645505,9.551453345754927
13,0,4.636599092374439,4.72108455157004,5.981859762919247
14,0,6.670379449731408,8.926486900824825,5.120695884091909
15,0,3.361570428426813,4.593631362186419,6.606868245119039
16,0,4.326313785461177,2.972357735131431,5.010913202912269
17,0,3.4908638102628773,7.729374036605912,4.0154568847373096
18,0,4.052041228365295,6.58014141453158,4.437565145549634
19,0,7.235468960492102,4.614795550785418,6.877735198424848
20,0,9.723420346492901,9.49900422888543,3.088355025817947
