T,FC,x1,x2,x3,x4,x5
1,1,5.351136217157883,5.9853800907840355,2.311228960803855,2.292659859167503,5.1336934948652875
2,3,4.762115870954929,9.283020808620872,3.773721391729471,5.770612032591415,4.9978921526989515
3,2,3.9450965801540754,2.305083327549822,2.264667334928662,7.502591417800733,2.969922893234072
4,4,5.043399083387571,3.8309013648563006,7.5995754685863055,3.281037007432533,5.1202901400469205
5,1,5.4377876423873985,2.9496882396789346,2.970332359094865,4.431622206432867,7.0217952444288265
6,3,3.6044899730041537,10.975600939418847,7.937876910141843,7.185692194628799,8.366585426874844
7,4,2.1532246997824003,2.7219149358269985,8.871383535627091,7.733327564062623,4.002531418333522
8,5,3.291354288670768,7.903749806296884,6.033446949232732,6.309306443485327,6.1169475918016545
9,8,6.60063246384206,3.7081273656922216,4.6961631592061766,10.161500399577132,4.765474208210835
10,10,10.987174043616552,3.635386395197872,6.341945804545368,7.060647641216995,5.709115588663885
11,3,8.007629220904919,3.0652573577065625,2.5154677487837964,7.381486057035702,3.591961592679861
12,4,4.752571174917721,4.208553732246032,8.169038385414767,9.188482225074583,5.547717329245546
13,3,8.600219401647978,7.716271769703595,4.054600794433916,3.2198467202655148,3.3783936267149675
14,5,6.675734003711733,7.053052476780814,5.181378321199911,6.535640624028372,3.2434259632597495
15,7,7.113947868895323,2.968706175828199,3.4007685188521286,4.366745285551928,3.7803642812454887
16,3,6.6340269536712055,6.381684498477975,8.041640617958251,5.972493467572173,5.216278014225
17,7,4.080853306434776,5.729498685840291,4.1183478485434355,6.0294112053685165,9.09249664723655
18,4,5.753923908208529,7.638215952542411,5.909545612444813,4.4654606412275095,5.0439649183746065
19,3,4.034030618609012,3.839238901733728,5.257414899055892,7.345865984909862,7.065379203698063
20,4,3.63748301956216,7.90493076463227,6.775786622714932,4.073997566823112,7.53032586638574
