T,FC,x1,x2,x3
1,0,5.2291855568518,5.03444010568994,7.5578944744538745
2,1,6.1254471418715015,8.239552590403493,6.708545324246644
3,6,6.354624539824883,2.789181916769265,3.2497701879811927
4,5,3.9008260282735083,10.74035123704864,5.098828668218697
5,4,4.362559839139051,3.865857537568582,2.1779693991738274
6,8,7.116730294104467,2.0906631817005037,4.1362694549869925
7,11,3.59023390306071,5.486170295073627,6.794207898148454
8,8,7.394540427193375,8.031104798102117,6.740993958071689
9,5,2.4465349628369304,4.297171989040026,4.198540918133074
10,11,7.6634996546527665,4.986572980165198,6.358322590971747
11,5,5.916224184020994,3.5004785383468326,4.676977533413114
12,5,6.411678450435307,6.18368638068184,5.04503643157263
13,13,4.813538877170469,7.409898685343742,7.009912047043378
14,8,7.0572639244286295,4.135026344153411,6.0446156999780305
15,7,7.681027090672961,7.603206635989087,5.211685521969124
16,2,2.692441130276483,7.217206571256031,3.6416683420902674
17,0,3.172535161261849,3.0996083131993455,3.931453419503815
18,1,5.017785962514131,6.396019290243852,2.212790758238911
19,2,7.12050781649227,4.34652994274667,7.712509291169476
20,3,5.764221540084453,4.587992714384548,5.270270864582918
