T,FC,x1,x2,x3,x4,x5,x6,x7
1,1,7.600940633120886,2.1255129907275685,6.177023403643034,6.156939621244524,5.414512885214171,3.098853173053096,7.737113396212053
2,2,3.8803822153632717,10.967145838034128,3.220351778709187,7.254661317383111,5.761776439967632,4.421294935800194,3.4184996391645637
3,1,4.763650860550491,8.001720617519299,2.004918770035569,5.471570602183992,2.1006352342938537,2.7691352920132086,3.35428562945823
4,9,4.644333544361094,8.713892395520531,7.063569216191217,7.363490214577477,9.00940828544076,4.253713060140338,7.800608148099261
5,7,4.966928425252856,2.1600291701321006,6.3380727852093,3.5556822240825006,4.117482529188268,7.468884913499808,6.296211665866198
6,13,8.716733476157678,3.1518160543738047,4.089620887422789,5.352515908376245,6.265250634027474,5.288022496116857,7.380837196250478
7,10,3.5648415010987398,7.0469281831921435,3.3111849057711233,3.509225441860248,2.0783490981701833,3.473128364241499,6.461511505138561
8,13,2.9973925512368593,7.328781370280044,9.140248936096194,7.9444592148156765,4.357380466712282,7.096928611667293,6.727917096628515
9,7,6.052405419661899,2.3858567079632507,6.321497887195603,3.3928580869397638,6.474913776884383,2.6614512592909554,2.8441445104169167
10,11,4.353714573331883,8.146852797044378,8.000193545839432,3.3112071476659715,6.553907053800855,8.101139003213001,6.63429108217701
11,4,2.409406619505922,5.466156445398424,2.1423543734715,4.401250287108878,4.054846669369546,6.931770725782485,8.1139868122021
12,5,2.404117139218804,4.423238486882518,4.927402706919269,3.089615763528623,5.316896615983685,2.8994150448348064,7.9197718076816415
13,6,3.2456407312854303,4.957677193558968,3.2404440868013342,3.057942571982856,3.070696817687332,3.1890793409923184,4.387576093007538
14,5,6.929697637567169,5.195234295921627,4.283094002593603,2.1419335078231163,4.139320599749461,4.709227318968278,6.163191895491888
15,2,6.437516995479947,2.001244525413246,3.0157045453556934,3.1557403894545213,2.0502938925530807,5.263091622930193,7.008595906449637
16,2,5.9695586588279745,5.086176927944651,7.154970771168756,2.105977882471005,5.254235096701712,4.805630159789594,6.543073130637228
17,0,3.6054734875529952,2.6247778807707505,8.44919025783765,2.656972854516813,4.575135834380954,4.539987191954116,6.331905665555251
18,1,4.222848191337697,2.2886139983417038,8.576180032698861,8.209204011517976,5.518691769056731,7.313971120930006,4.200286505556966
19,0,8.613650136246584,7.1401758986878345,8.154486503490515,3.4016022661110865,4.7472110201404885,6.1779153487631895,5.816252269579894
20,0,6.434303319161349,3.0190369030136748,7.899097056812196,5.757670158765954,9.331233233587415,8.421033838471786,7.09901563011903
