T,FC,x1,x2,x3,x4,x5
1,4,7.447877273791747,8.917018975776577,4.5586835147016815,6.4671070135445285,7.497759816167012
2,5,3.607509567870052,5.6155737254272635,4.224574063202846,4.121901943181445,7.567393057617863
3,8,4.652674939624891,5.342621327617939,8.049441098698297,8.150760006184795,6.347177170817345
4,7,6.501428013511042,8.770032118976193,2.0171003957404823,3.2371654560238667,7.931138318408477
5,8,3.850330967775549,7.398245684408066,7.812714844303072,7.86379696365861,8.071338290707008
6,5,4.689972068267569,2.168853150771111,8.100953099842261,10.607804384994813,4.254242037418692
7,7,6.2173330838695415,4.128977136907182,8.260728585155345,4.13890278711578,4.403603717432084
8,6,3.6613508327326594,5.183559080330683,6.483234980985576,4.8797520438292565,7.838431920511677
9,5,6.120850592896038,3.282393355517934,10.19955738430141,5.311174468966708,3.5904317689571226
10,3,2.919571416100443,6.63703685427512,4.12248031088836,2.722359902420755,5.042268234454543
11,4,5.567888438044092,4.1782979932400774,6.4772773171339235,3.2031745639290863,6.0728269690695384
12,1,2.1830483362631328,4.6545544329559165,4.002573810128018,6.105786357795997,8.185121634073615
13,5,4.271242010171057,7.795308234177764,11.161569012508659,3.700376090143517,5.146780276265703
14,0,4.072878321101003,6.694233360317999,2.2544012604916444,7.027038355994308,3.968354088099489
15,3,7.281376863688681,3.75545588472572,5.643138095341879,7.0216832609884055,4.05930903823595
16,4,9.226315538620247,4.065825352569314,2.85915818789947,2.7474826630720988,7.180579409310904
17,3,7.023567533392512,3.4963280315076903,6.143416072728788,3.519998522248355,4.0976860458860855
18,1,4.33084657456983,5.633069476503772,5.354630711322906,8.423986545536625,2.814496469101315
19,6,5.170885278901504,8.082575607178821,4.064427043628248,7.896731812843508,4.033325128126451
20,1,7.854801055892062,3.0473164164472464,2.4440193075270273,4.5527134006889085,3.641055569848477
