T,FC,x1,x2,x3
1,1,2.2598475035832237,3.1385613097704237,3.3638574829194834
2,5,7.336495295691217,4.90468326465549,6.951037228863575
3,5,5.1023465645873545,7.3563905448399405,3.518503564864257
4,0,4.867522480264799,5.449300827822414,7.873687490854357
5,3,4.158459345686427,7.170618298743423,6.52966577690121
6,3,3.5796753768541842,4.419212586479933,5.294412009142218
7,6,5.215039404071173,8.469066945113395,7.133050810525415
8,4,7.9910440325726935,9.444824039373712,3.052486774764094
9,1,2.020608031550602,3.6980598679847048,3.7973935021107543
10,2,2.505062020753094,7.462306505344493,5.243720184273794
11,4,4.071371098299353,4.066808276745849,4.299834854423304
12,4,4.135565141751105,2.034671902583445,5.107777396436826
13,5,5.087599533512069,4.62735079523342,9.53095699667105
14,5,4.394588906841651,6.544418002365491,4.0403780717805455
15,4,3.9329726517731634,3.1573855052981377,7.986011512165994
16,3,7.032614501438497,5.554091877457,8.307557173470702
17,1,5.213644630155478,4.153301505441592,7.586479305145189
18,2,7.486385843458418,4.4385961231019735,3.424992347340744
19,4,6.968970994498414,7.299178627595713,10.556098898386002
20,1,4.339987711950191,6.6961914526599156,7.37830366625402
