T,FC,x1,x2,x3,x4,x5,x6,x7
1,4,6.400528314767135,4.637485400128416,3.7434562530637217,3.0795361195805517,6.048393513693289,4.4761996400438315,3.932450770761581
2,4,7.803008544868962,6.0837648923463385,4.068025725332573,8.246986825165834,7.152996079949007,8.77484208965843,3.05308679444014
3,6,7.337590004773884,3.020065716374023,6.933550351465316,4.985121450242148,2.107017490442593,10.208368533097103,3.458153207008368
4,11,5.247992635208219,5.6333892236051595,3.3430605366885686,2.6487112932185815,2.0026152173021052,5.456418803542594,4.421552390181469
5,9,5.737802031437336,9.147894348879092,6.922280595071401,5.687811976249924,8.249450627529605,3.7612750614138686,5.120038236551324
6,8,3.421567770105254,7.215820970906955,6.796750789527434,4.058024069192505,2.384157706323774,7.319836449153901,4.165844687552804
7,5,5.478160065650327,5.009625056422843,6.976909567620432,3.1997491865309557,6.970837359513824,5.830142374562507,2.0811681893253464
8,7,7.831631956892835,7.150450495885374,7.484820927144745,6.184269579081636,7.542399921736287,8.710902596655673,7.139003316078376
9,6,5.082635898748113,2.464304583498738,7.434003559095712,7.158102912533845,8.869273422601623,5.437970621282476,6.787083332027663
10,4,3.226452658461302,7.7275440651036025,5.750423577697469,5.4605993031968705,4.31209326189791,6.299548775599997,3.045236083178999
11,2,7.840059726075794,3.054927639554621,8.19055149212629,6.274539075952349,2.129614818432686,3.569165749319398,2.8642502404005414
12,6,8.265060534238396,6.4385330821915705,2.659919969972249,8.328685893584682,7.4873938919176295,8.914410274913994,6.137437972642341
13,4,2.8578269401750207,6.85124576427088,3.47392859517136,2.1217398046495393,3.276318901376495,3.8035415934489984,7.411657281995839
14,5,4.816327037234709,5.081533041597262,5.697909196179461,8.453039814890513,5.432263688277157,5.334762307331074,6.717828600257909
15,4,6.122764470937314,7.590589536566795,6.526044366946624,7.676697042368603,5.414633690252724,5.634964442230021,5.0410769779239235
16,3,5.0442466121993235,8.884359381478932,7.006639126065407,6.703455691256282,2.774225901001977,6.499993760873178,2.8838929210805326
17,1,7.750892425462151,3.329715664260619,3.036360899912745,7.117111684149726,2.4351826235591183,5.530413957734133,8.239838148142363
18,1,5.778465543281524,6.0042422817893915,4.038435051615828,4.89682312867786,9.331725582031872,6.71840316600346,5.28269917914489
19,1,6.338422530380829,4.464087171064916,7.29924473677189,9.533344431583787,8.031927262069438,4.890550300686867,5.773780767003016
20,1,6.042736613333763,3.555753562674523,6.159349171763306,2.0400454719989614,3.0755689424783155,4.218508107354985,7.067647767523289
