T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,1,4.490280545479195,4.449227815946223,6.055960681882899,3.605018766412784,2.225593735872052,8.405045813021465,6.858092918430303,6.294903985945662
2,6,7.656025867441425,4.009085552790719,4.165187003054475,2.6735202891694883,6.2662522059494,6.852675963132719,4.54756494589015,4.89991040483646
3,5,6.220936108231749,2.386387620606416,4.859317269304535,5.016818614952443,6.032441729938593,5.162667467534552,2.230812260989663,7.601427047349288
4,6,6.238372041972262,6.014917281765119,2.0522187652323516,3.562390327348954,3.6902850894754637,4.71273097523418,3.4362745615414845,5.595837532729142
5,5,9.138466709421904,7.707705795303033,6.804283979810704,3.075985667654324,8.378577751418542,7.222869660452236,2.4339137779583195,4.1668416711803395
6,4,4.006389664120585,6.012188462677665,6.088099687454536,4.836938885873427,2.232718072763341,5.039151399021541,7.171637514028434,7.015685535049903
7,9,5.039605982028964,5.872604254055272,4.179823826654399,3.8588866539285203,7.1397631912477415,5.107135682999336,8.081011973514343,3.175703833388557
8,8,6.2426635686007605,7.4183700799939425,6.313278445131193,2.0263668607885803,3.0953750279650456,2.2917536806316363,5.707555991625375,4.9000574451627426
9,10,6.9311355540770165,7.5076363299384505,4.7508450604059345,9.061926921368553,6.416617786601773,7.051314034337061,3.5451036731560266,3.929979287773798
10,6,9.126892107365935,6.64949952124317,7.124282577072195,3.027637507461248,8.656170481116932,3.4020018707969664,6.430485020279698,2.2096561414451954
11,9,5.097675722168152,6.160353815802704,6.670453855860793,7.3790494158138005,5.4441051259305056,3.3886261426703883,8.908721827758136,3.380500059013749
12,6,5.171038150365019,4.089328319210639,8.6238320165041,7.145446633704331,3.177160366080479,5.688589824684108,7.7667707373997565,7.320146199558398
13,3,4.226420882963437,2.4124039058543407,2.2316830872032503,5.757540730406836,6.834455015700203,4.196043813689366,5.012245391811532,5.025196029927888
14,1,2.5745235385499132,4.407314144776419,7.432646620544652,5.730880882354429,6.861533757000661,4.914229864688209,7.546850599506864,5.417212265067853
15,2,7.3747027682653705,7.506948236451526,8.435736581723065,2.452325502967807,6.919603580147679,6.66271075806068,10.813164518511998,5.144000370474346
16,5,8.558874199253502,7.880477963473957,5.135897975230533,8.02527134857054,6.828961226440389,4.573296248964519,5.591987613265263,8.978362159039532
17,1,6.132424942692691,7.534367760519598,7.215115981563272,5.128506866107569,4.154180748122368,8.684418593300855,4.072514705769744,6.189133681404328
18,1,2.394879634987264,5.088416379818414,9.54896373203119,6.335671914824468,4.022249310060412,6.442905841905291,3.188162477866312,4.105547333953242
19,0,4.617712538239054,9.850277598296067,3.564185581919947,3.3881440314125695,5.68509445077718,2.6912502894442096,6.243506745003303,3.3983704650033295
20,0,5.453224120298775,6.555242802923949,7.279832273785179,7.060256913682842,5.037360739961265,2.6434749313256445,6.266823325482617,5.013705509390573
