T,FC,x1,x2,x3,x4
1,6,12.0338346626569,4.908458956060379,5.16118344309621,7.5072213879290945
2,1,9.206852250022814,6.6351642731837694,7.274431989018505,7.5642694596442155
3,1,8.821400338904768,7.049373230524477,5.430019294603862,3.1194259141875014
4,4,6.600259241391821,6.912629239402331,7.9955544426833365,3.373029168938915
5,4,3.7091381021002574,6.823676059755552,3.276967426370526,2.8397388475191816
6,0,2.575059640959284,8.204082305474317,7.256907112303518,5.517550905188527
7,1,6.177093115383508,3.3599123231991688,6.7745599445390985,9.157373165733796
8,2,7.457656419788444,4.3049141523371395,6.370038929665424,5.118398726243592
9,3,4.098460548626488,7.7770634424620955,4.206880180891794,5.36115102971992
10,5,3.234217248181413,6.21660429030048,2.5630212469662115,7.9253926794503355
11,2,7.304958312377185,4.797188443948233,3.9078772002587847,6.030082063690598
12,2,3.362099402623812,8.215735794709222,8.55011421429381,4.681793046425932
13,1,3.0077145645149157,5.467094067292806,5.579860458521724,5.334068684873877
14,4,6.390971880455733,3.053985848502777,3.5816456418188727,7.585980028167873
15,0,9.135672135661054,3.148599427314035,4.918770109228907,6.994320204846849
16,1,4.408708517573636,3.576754630997049,5.213502387527152,3.0290673465593128
17,2,7.86469329623282,8.515807295862324,9.80129125469696,6.3535221336111904
18,1,4.656121401630949,5.12384957009219,2.551142084163534,5.599847742528688
19,1,3.4445849862422335,3.2085803378262967,2.811747957249665,6.357680636456979
20,0,3.755339200197945,8.010920676536882,5.0592491151800125,6.173462211877713
