T,FC,x1,x2,x3,x4,x5,x6,x7
1,2,3.3234669088080038,7.704754808243189,5.4732977496916035,11.717541518897317,5.661391569713622,7.401112235221784,5.891090972727663
2,2,6.405304316511729,8.67469418887898,6.500813864865844,3.5771094542543334,5.770500269538346,4.7151896142036644,4.973058086023608
3,1,6.050253803631386,7.601338408294287,7.15154409803471,2.2570468984187246,3.3164169096288063,7.293165934601329,3.3642215667615205
4,1,5.898097650272307,3.537161250467829,7.1022672999212215,4.398614425434978,2.5182098601471603,7.054636556368131,6.389762145624153
5,0,6.269054377633345,3.0818106402540915,7.405594978253039,7.015378562973047,3.2837819453619814,6.6093289833677975,7.007840299612213
6,3,2.4268912006294814,6.4562073968464055,6.807140224025965,8.501918536279172,6.861185699376701,5.304644761254864,8.768565654041684
7,0,5.113214168953377,6.758965683528469,5.134024836817831,2.0105995991494154,5.585535551211525,8.104823076064264,4.304147637150146
8,2,4.920369006201365,7.189032043261815,4.343029955802363,4.357877249870081,2.2411059961113984,6.166105296395566,4.0577769786970554
9,1,8.142250229855925,7.643225546176401,7.3730788961717915,6.521179919355921,3.6281875865396427,3.057497320879034,4.529127943642643
10,1,5.4868433101529455,5.1754467285631165,3.8646684638283375,2.838622831925154,4.606065826033933,6.759714620241175,7.2955813953649535
11,1,6.259394867499096,6.15819838615127,3.610103684687248,4.3307778655616325,5.009138996616347,6.195527891163751,3.085907300694892
12,0,7.663983343529338,2.445235007110984,7.502424738875046,7.2925736384575455,5.6043823183580015,6.707890078699034,4.114711442951699
13,2,2.0192437499448053,11.371036025195988,7.627563294873326,5.053744894476477,9.285440801009361,9.554114636173273,4.795626567870154
14,1,5.194117301546635,5.652788032335497,5.41997674260499,3.17612579084728,7.249915265429188,5.254243372797235,6.8156165226010845
15,1,5.624237143630008,5.138872331329062,8.024174183092628,3.1891531702782436,5.144226457178286,6.073113009968391,2.0878724319379938
16,0,8.324406842404487,2.138453370323278,2.651434123347953,7.912989439659718,7.816945291512615,2.0296460238208214,6.0881104153577175
17,0,6.901251781809867,4.902331136764019,7.061522008434903,6.236624253224666,5.164580753597239,6.063130008637523,7.719966941961658
18,1,4.17435311953638,6.094305211485353,6.925116097201756,5.044295027294663,2.9153971947773547,5.02864340559455,4.190571576575587
19,1,3.768733273647303,3.4891015200815576,8.292811856315218,8.248742551138562,8.580444128493593,2.4265482936737044,7.57983994297093
20,0,7.955621820620881,10.076943275582614,5.308197364576723,6.00827326797256,7.822617600398794,4.043296450541208,7.098265974178457
