T,FC,x1,x2,x3
1,0,3.1685223557473705,6.084348388108621,3.1397884864544707
2,2,5.794792687766205,8.090933013216105,5.53197570389653
3,1,4.0908447656191065,5.574170205969512,6.174470241944488
4,2,3.1148080757750733,8.23160383532467,2.491761001501223
5,2,2.611426797603254,4.2455795408250845,7.875622027129231
6,1,4.016047795659647,4.243373457093211,5.263726336863618
7,2,2.0480745971590877,3.088475568737559,8.150978265913281
8,0,4.718371965987882,3.7065623868017665,7.472027549049176
9,3,4.057761951065601,3.167620494951642,5.043379977283864
10,4,4.069464635291222,5.287674743527017,3.478238592457782
11,0,4.200562404879567,5.534330006694118,2.311750292289372
12,2,2.2369976087940997,6.430583188678401,7.24575253380542
13,0,7.889372611622559,7.280277333305718,2.209547831013716
14,3,7.0873381653537,5.198150667140812,3.2815697105700066
15,2,6.874756532796692,7.078201841255393,8.831149523881653
16,1,4.195623443774622,3.009841860210223,6.544663177645154
17,1,6.109803439163838,4.018693340804828,7.533134145129929
18,0,4.881668912047226,6.036623182385794,2.567841782085131
19,0,6.993824507285108,6.1231686185204275,2.697731670579206
20,2,7.427322444073362,8.519144395866784,6.361371993597334
