T,FC,x1,x2,x3,x4,x5
1,3,4.185733063434572,4.509080597463159,2.4169367399500463,5.860404981941976,5.3650363545492885
2,0,7.56615311966924,8.35052013048111,2.2639383449651382,6.925742253786298,8.641673862554807
3,2,7.912374783520506,4.443285956631556,6.165040917552288,10.300827568763832,7.205661493542205
4,5,8.996994974400279,5.493820890085441,4.806566875364206,5.951570261108731,7.1082618816488665
5,2,8.134407106057386,5.166364675526131,5.949195307694873,8.493957921120352,7.670413218764371
6,1,5.23036609378224,5.080422576658748,3.510986787681165,4.193848244045515,5.074363842748516
7,3,3.48186619571433,6.928588649962137,7.043118868220536,5.3817561880167615,3.045158762399547
8,0,3.6842766042329416,3.469775535333999,2.1593359387494706,3.169012417908756,3.2424347546358763
9,2,2.6222043422729584,7.044657309813026,6.048083188905516,3.4749419712852743,4.437947251589483
10,2,6.012086479967461,6.977814069005682,4.198511890928958,3.9469026094875814,6.817843143151013
11,1,7.189720988459792,2.634035667660844,7.160382449417843,7.041866936152089,7.114761912849738
12,2,6.932478077375555,4.300829164817802,6.473705251698817,4.028238828662767,2.140768271603924
13,1,3.2807578830975883,4.243205722056332,5.782001872155395,3.5497231028262455,4.026568224497224
14,0,8.173898473032567,7.39507527763987,4.406727299706194,9.272294037663588,6.851612861035922
15,3,2.4907532675380564,8.08755382982044,6.109081693627725,5.357587901176351,6.986517245568747
16,1,6.73376070489646,8.32446121124916,6.013270525339626,5.463121190911047,3.468807444454022
17,1,2.066985887118984,7.820313094956498,4.35311576103577,4.148123459453857,3.007493981800635
18,1,10.592162433713906,4.170244759704189,2.077208810591239,4.938574865290998,5.815510335098919
19,3,3.798988533849853,11.204583359934585,5.54075869934199,4.654773595194125,7.206425258731084
20,2,8.4315656197696,2.3047421779551196,6.993499317934893,4.463780766265657,4.000962232989352
