T,FC,x1,x2,x3
1,1,2.4781831213676213,2.5545356211542747,6.692611720874708
2,0,9.303824491831708,7.723187243989255,5.073563565955009
3,6,3.4284672350345877,9.309668856590513,7.936909553730279
4,1,5.78881792118427,2.1315734415281655,5.167766209168684
5,7,10.750424725174831,6.996974248615414,5.946889323251962
6,10,7.337430864672333,4.563443811774029,4.7622939995810425
7,7,5.151329198997712,6.321984457352788,8.331331432330117
8,4,5.36432010064573,9.731190555477625,4.458632439204755
9,7,6.204430382051745,3.447824808052634,6.115339084923034
10,8,7.316612808250036,6.677998529536195,4.248598760495685
11,1,3.1993740132474464,7.481467720457231,8.915721586654914
12,7,9.745502828354798,5.533598227964502,3.6429418424487836
13,3,2.3548489855326835,2.1193257362852,5.1938708516862295
14,8,5.08139636406205,4.442041630355462,6.967154742159627
15,2,2.1812383335037264,8.19295971703535,5.661362013860726
16,2,5.201709691386464,5.214267577803732,5.25535228541789
17,5,7.32644895853647,8.167154411093664,5.049696557030299
18,3,5.199031654583274,4.025363748492832,2.440858812582829
19,1,4.5019080954095205,3.361816968617724,6.59773505042871
20,0,7.483109716312349,5.323577818167805,9.28871944516941
