T,FC,x1,x2,x3,x4
1,0,3.9450762903214587,3.5897323124201876,6.226367065416529,7.058323079575962
2,2,5.07766528300742,5.989128802311901,6.124999218773206,5.031332238504568
3,2,3.571622247563492,7.651592349729403,2.297346577293384,10.959313365549793
4,2,2.169104071487547,5.494006159242229,4.523486658651014,7.52757223219202
5,5,7.028699525147425,6.366181740069554,4.029031236420553,2.772456503939716
6,2,8.374207969623397,4.102769905796152,7.070737917291049,2.2099675872352535
7,7,3.817912754335882,5.42787895043857,7.626320056140626,6.390425995118799
8,4,3.934734172643501,4.238618688391441,6.189506120216886,7.379123022497045
9,6,7.965347208728018,3.7548943601403213,5.462088375496373,6.326593849107493
10,10,7.828464025428876,4.145313104466178,4.450553492057772,6.5543770723349315
11,4,5.189072403572183,8.062777026094793,6.126781956000149,6.238473325275312
12,5,5.025505865932375,3.3028887050812266,9.19876725829887,7.84203633484541
13,4,3.198622264786899,7.548050959609408,6.200879435579187,4.212585540588755
14,8,7.044255391093163,13.555191562324474,6.31347193821299,6.401342018289472
15,3,3.9909308651869226,4.280585602205533,6.616505682425257,7.4725431978951935
16,5,8.515729828249247,5.0889000090558,3.1589189462473977,3.7963333350327324
17,0,6.9061928249477,2.5295781886601887,6.491402600137045,4.69808124345455
18,6,6.922724786626885,6.376968290828171,6.254785884984507,6.337976028467127
19,4,8.686295338145955,2.540291521139156,3.803536194897129,7.617896517415321
20,3,7.109318444511858,6.704577836528774,7.962056751761684,6.024560709846911
