T,FC,x1,x2
1,0,9.419938480492778,8.142083005119948
2,2,3.782929270043395,7.653293907250896
3,3,3.0088537973830025,11.879075621578949
4,2,5.904776576139069,2.9099716794701473
5,5,7.066020751469119,3.1982716531846265
6,5,8.387410252465695,3.170505344472226
7,3,5.192778347389897,3.1499141573877
8,7,2.9177861255960957,5.872789972499825
9,2,2.7652978360504297,6.242750211464852
10,6,2.5744152804660794,6.34322280219695
11,5,3.7449959017463432,7.674877909554155
12,2,4.228445539349314,5.064649469654825
13,4,5.082565292254426,9.508258974421652
14,9,5.7725547600630644,7.048943507058884
15,2,3.803386822745229,3.675215715083887
16,2,6.265550808746443,6.484357261301728
17,6,3.1810716172652684,4.596465418617052
18,4,4.509732803504201,6.836245550348123
19,5,3.494412446135824,6.028009138978252
20,2,5.29489005938058,3.8331104571217236
