T,FC,x1,x2,x3,x4
1,9,6.482238691203436,4.443167379868648,6.5228524418971965,4.5369796262302815
2,6,6.039153249814888,7.111783360110803,8.905950360005345,5.994158640910598
3,5,4.3939947653808344,4.762504999724692,2.017652371447724,2.497180105606287
4,3,6.745457537779975,2.089393964515121,2.5286545758713386,4.7383476383374585
5,1,6.9548370488683044,3.021906661131773,6.814675956927932,3.167182523783967
6,2,3.6006355349933767,5.061750348449879,6.333008272950783,2.1435554023505774
7,1,7.32752496948498,7.314442099342086,2.67267253307962,3.0161443592345614
8,3,3.8174143153600815,4.806628414744027,4.5135128024662725,12.673256402824107
9,4,2.477968327807526,8.049412002053213,4.111138997178759,5.298454865350903
10,2,7.654100540468625,2.466458445125649,3.583256220889598,5.388366047102009
11,1,4.249165336775261,5.110912249506865,6.2349709842343275,5.265540333488595
12,1,8.881135853891237,8.163433343451857,2.0272658336699023,5.643692500600549
13,0,4.136497107841433,3.168044691464436,7.990069312608981,2.0450297826165835
14,1,8.013874740505111,5.269362989984516,3.2227642768382028,4.199541749764988
15,2,4.207647481402286,6.08970810657168,7.57296425849138,6.028347645381425
16,2,3.966483557253405,4.079798667484121,2.0845813957870543,5.223348018581714
17,1,3.484752745570059,4.609676815929625,4.447601217958754,5.525927138840571
18,3,4.247742049635385,9.689238854215489,2.625773432472218,3.1858011322348094
19,2,7.44682447713164,4.747601039083856,7.2598351699293975,5.278755428932298
20,0,5.746010746725647,6.613841044291738,3.043752457904094,3.782018050257124
