T,FC,x1,x2,x3,x4,x5,x6
1,7,6.585287024551237,9.840074888558863,3.5961559790403825,7.107202490912317,10.384655341857332,3.4316093533697645
2,3,7.508831012194551,7.249817951251729,10.143950373141427,2.9476261825899175,6.348892052843126,2.30421832124497
3,4,6.323833891047203,8.573753192719163,3.170572977734052,8.351402905378503,6.163322635551927,7.307807896683575
4,4,4.491421229069163,3.137893390058481,7.073561572514442,4.829365928294101,8.975690262117155,3.2825929657014195
5,5,3.068678612398667,9.050608830310848,3.313507168557491,4.599055544444729,4.440364543355199,8.41074737764571
6,3,7.082704532079743,7.435156968434669,7.1247974347001355,5.036554131051189,2.7935080837646673,6.526513002547211
7,1,5.601444014946625,6.108338506236624,9.757526638550662,5.6245221105603145,7.057351613918204,3.385217385919028
8,7,4.65269452911175,4.269464057474181,7.937398618687882,7.409513089623181,7.391362028271129,3.1371123960222302
9,2,2.092124507032384,3.2196174549869787,9.436883987567548,5.325407548370746,7.4323924572039,8.558532236369654
10,6,5.2307753844132305,5.306841880269642,5.260721301408826,5.349326374342622,7.190494205367794,6.396478057864979
11,2,3.1808749626933217,6.730034626156137,5.726223135437561,3.292226118544036,5.084692876212673,3.4719890212606224
12,3,5.2037871405584575,6.197587277810484,3.2267730730564725,4.413690690155662,8.783755842508638,3.4011388687660356
13,1,5.0166856282866705,5.510026821169252,4.425045768150947,5.402856849153749,5.3069622403805035,5.266279590485797
14,2,6.617129919498112,5.049062455869667,7.686158131596775,5.749575554136547,6.58493559447457,3.221802694317496
15,2,6.4097136756863025,5.441791128616788,8.033663661356528,8.408246249807402,6.93120281088873,5.883001505745186
16,0,7.239401364604272,5.009699969998427,6.52107865936846,2.0451995671428636,6.561222638240833,7.592423748146494
17,2,3.02917284155078,7.009567199596169,3.396597865027389,5.985281179019745,2.193753906903311,7.7002720647921565
18,2,6.414936082313268,3.2466326682736146,3.086253691733509,3.893650061406038,3.289272739317944,5.417833234570195
19,2,4.071790481142203,7.401437435850134,5.207072301592747,2.060276197403788,5.440971709829739,7.174237624187643
20,1,6.30373727659459,7.781018919501048,6.306518667704655,5.154677339824078,5.818737907644857,6.52420697529155
