T,FC,x1,x2,x3,x4,x5
1,5,3.0604706200498106,2.1201793662739825,4.15954093830872,7.052812930498528,3.892832224155643
2,5,10.280583477792653,3.2732647489699884,4.107388592492229,4.353277156434453,2.3540278110846833
3,9,5.308609688302681,7.4167404320165415,5.236361775448461,6.029483583339786,4.009960525577803
4,4,3.493285892495624,5.114624255078055,3.0384484488163466,2.784481587588256,2.3416165061193044
5,6,4.405567982145148,3.2973343753220155,3.051457214785967,3.1191010304265303,4.644149666147076
6,8,2.549784967683732,5.057458728290508,2.3274438602667606,6.970452183972424,4.40497968510154
7,3,7.480177033146142,3.617135255090653,6.42960362082844,6.557946148977264,5.0337070738745116
8,4,7.147019294508154,3.0956222400373234,3.2725956653798907,7.579686031691544,8.617052435862325
9,5,2.0891264823915026,2.691305957180957,4.724165354488065,2.5995680331005233,5.571115647190688
10,3,4.511358026217721,6.30239396943067,3.189349822923642,6.6348100036478685,4.388577094441515
11,2,5.596957297591068,5.197254452536385,4.644522199609487,6.102654941207151,7.572197221953592
12,2,4.13352181342578,3.190146432751283,3.0524345190680857,8.997824878745362,6.303593973703651
13,1,7.265531064209014,4.633242586001096,2.0331860075243515,6.31510553557877,3.73881675873641
14,1,4.526331204061712,6.609290974823302,6.20306200591275,7.750220004545543,7.144531642772696
15,2,5.538397262276227,5.087239522291653,3.0569684095048375,4.350763814097223,13.60426933068953
16,2,5.127550536905202,3.6014875909804864,5.4716655698523375,5.00184779736855,4.100397868126247
17,2,7.137433583137554,4.432281291517152,3.3824171344917815,5.095578514755849,6.644131302377497
18,1,6.82450219535481,5.074728142489322,7.938396195464121,8.009972071778511,3.5742034539946923
19,2,6.077887691563786,7.155219102451156,9.330054200763811,8.215248064794684,2.016786800668385
20,1,5.424261619422203,6.548106317707028,2.226075618321538,4.387069626783932,4.1719506822428265
