T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,7,8.60451627132155,6.631482913555464,4.580093951650382,4.792296739778029,6.801887208652049,3.6548996625752572,7.2910915932763585,3.328700602712195,4.551233553524153
2,6,2.3605026780821734,6.62268544845146,3.535491794909135,4.818332475915172,2.2569615007247896,8.290188730362468,8.802912430762708,8.114826469141326,5.058175216917864
3,4,3.3260768739952353,7.407314502642532,4.645593740086728,2.053828949858624,6.589569377226338,5.261318239140957,3.5678090865310432,4.85747155497263,4.302534461439217
4,6,6.285394099436537,4.439101614915335,5.4571258233341435,3.404399205409986,3.281497118957131,4.927191459486689,6.351471094975499,2.299903482920136,2.2365432901312747
5,8,4.535038218531413,6.923452374662258,6.357496874963421,7.891649375774845,5.528800716900578,2.392754551745769,7.187775833709889,7.495043822069081,7.023906046827769
6,3,6.149948831416388,3.8663318778344626,3.216880239902507,6.157154269769645,4.490122874097772,5.983307081571545,3.353751765173977,4.431409237611476,4.632246156664725
7,2,2.401762199335519,9.191993874659367,9.382725646460585,4.643646082061933,5.360855137745772,4.766725799520399,3.2303469495306434,5.341291523251468,2.0163787235958655
8,13,9.84586842125092,7.263161821064469,6.529818849243728,6.349631205528789,8.002289226662873,6.287214974820117,6.406421289624319,3.1777055929663933,4.605104489972774
9,3,6.083685361601797,6.0492295390041235,7.006856163910303,4.110861748215891,5.3107271745050095,2.2562307749625816,2.154441311839065,7.992979097563863,2.5408473614482343
10,6,2.3108387966366104,6.446049129621299,6.103251104538198,3.124831686709739,6.221913388045655,3.3668110128122595,3.5178418298004095,4.0346205751702025,7.8203639191581065
11,3,3.9085951060069153,9.618998626203574,7.458689962246778,4.189664591932886,4.195135868155107,4.1289011965668045,3.6547331404805794,4.368882044027554,3.4806353341324003
12,3,4.455708231294554,6.5925102732245975,5.905420943934844,3.158681379106376,6.427786086531318,3.258295339196741,7.5234242820256645,4.138315863908362,5.349198716102743
13,2,2.5588911269447365,7.060368710367658,6.28255977497056,5.9408365379457075,5.961906558957761,2.542735919709289,4.5078369416175565,6.295386046742253,2.022158071220909
14,2,2.091181773138072,2.526739731239094,4.046935656778319,8.333981243919474,7.016012823749672,4.7518834307193565,2.280613126309692,5.224138724713206,3.350076960188863
15,3,6.403327928648168,7.2244399270410895,4.213100514426205,5.32462095260342,5.8766024161192,3.489269175541647,9.00785479442162,5.225099742691759,4.882899326406431
16,5,7.427066810678206,3.327312573512776,6.435267733123746,7.634623210010618,4.0935300042540685,3.71135184249943,5.471034511137671,6.832046410904024,4.534883789328745
17,6,7.619305088119636,10.604903953674018,2.8394050372779662,4.976078174095784,5.92796780698554,4.875027509595398,5.72045525650268,4.0944219349736635,5.586500886284469
18,2,4.863766249735391,5.485002086033589,7.0016819344842185,4.015564642026602,4.079762744107371,7.687261775043464,4.105323927565209,4.153451878314096,7.670510902763903
19,1,8.53057455766926,4.340941665800872,2.213101028045928,8.090620400714993,3.146503293921334,7.473381353018455,6.7154113136255,7.18869788048681,8.632266503322507
20,0,7.081133552453066,4.96710206822772,4.176243769934713,4.736121684264364,4.804916097136831,6.890422903113012,3.7486560634992356,2.67728520761894,6.246593709707407
