T,FC,x1,x2,x3
1,0,2.2980645080755995,6.405474901266509,3.5814984257411866
2,1,3.908454102287904,5.98818013296732,3.168791590432142
3,0,7.282218360229017,4.97063971594499,5.10224057900094
4,1,4.9298631370356425,5.206176915840985,4.01315886699954
5,6,4.5243564308362,6.439294045934974,7.380198173393703
6,3,5.603978354245191,7.256272062956221,5.437886152693531
7,2,7.987572056051734,5.240280145755799,4.143949137035925
8,3,7.422934422488857,3.2562384212837236,6.463030039979529
9,4,7.914591119695056,6.082037835792676,3.945958225960552
10,1,3.1517385155891997,7.481278627681379,7.292619244695683
11,2,6.371811079666001,6.259881388088976,3.072013317238939
12,2,6.73100968054637,6.263874483321092,7.557660159213613
13,2,4.346094464762979,2.0572127038990775,7.1859696454577895
14,3,6.016300938064277,5.39071569907933,4.5045187616157545
15,4,6.32099755127823,4.5999001168922495,7.778530249972613
16,2,4.869532609641297,4.620387420739411,6.489519095544724
17,6,7.45311767032265,8.542746515018589,10.785068922045914
18,1,3.1937252334503636,3.072958248840701,2.255178280560438
19,2,4.067156189454814,6.883505328677876,4.10296988695329
20,0,9.042387074095974,4.490027582376929,7.734305852862365
