T,FC,x1,x2,x3,x4,x5
1,6,2.188135671941924,7.51414776843051,13.006682089285066,4.176707688657554,6.132126730838462
2,1,5.024373270526405,6.052563842024783,5.470029617962308,6.745176410408505,7.935721933289637
3,1,6.89864100852883,6.18731441134255,4.323174794773849,6.433457407028678,8.254257663410844
4,2,3.522131723311807,3.1275800371952966,5.430701224326404,4.067642552160489,6.639842453978313
5,2,3.517953464163093,5.088838122750367,6.820425365777296,4.4646721847392925,5.394682680053148
6,2,5.247699003259545,3.125224981039674,4.753638221953988,4.347399306509989,4.0389064898852896
7,3,6.409528199688446,4.078366418275095,7.568461732940957,5.836373414622672,5.709529813626391
8,5,6.1146312927808735,7.213389082536741,6.910425529495903,2.12157950740999,4.0406507185572655
9,3,2.211907063166938,3.2278179727841567,4.495706296343568,6.401112629734008,4.119471546818359
10,3,7.719042092423788,7.39252180394382,6.301103973921251,5.249199732897331,4.011768604080461
11,2,2.48766585817103,8.2486636263207,6.702023742003832,6.36617148871124,7.255704249142084
12,2,6.795237090607091,3.0777908611411764,6.677003007835534,3.3202322476243267,2.4841787426947826
13,4,4.09655046416845,7.7731169889295995,7.16364183063617,2.746472427187004,4.381572451788934
14,3,3.434236371583205,8.946112956864166,8.267530137639849,6.493346439091652,5.889239372906238
15,3,4.409971198197358,6.554155947880372,5.004979675157813,8.555812759885077,2.1274105018354414
16,3,2.1229781713886844,2.115341442084478,9.321331277465697,4.277686456701461,9.11000801315705
17,3,6.776434585573362,7.0694986644107285,3.9589439486085407,2.747133319513339,3.4700230464168778
18,6,7.651577130493792,6.881279323256662,7.619094898226473,7.610175764690767,8.319025600587844
19,2,6.64618215786555,3.29738760871928,8.143196978091817,6.669586434619767,6.581875630468311
20,2,5.754153726256835,2.7079349161758524,4.83720289083783,4.914440162761488,7.570621918324758
