T,FC,x1,x2,x3,x4,x5,x6,x7
1,3,7.075495015645042,5.210294707248374,2.463454151017163,6.696705035330746,2.24949561295226,9.023457971930817,11.57576828688111
2,1,5.107980810754194,3.778840492083093,8.015353865757804,5.841070719257152,3.423195933456059,7.791279094194434,6.075167360076714
3,8,6.291756600672342,7.274046532801308,4.372561287811641,6.572214097758735,6.304074282488354,9.749683833554213,9.399124788220831
4,3,4.4483293838398765,6.8573274774088775,4.87993297451638,4.563211969248506,4.444006935896827,4.209727895311345,8.482751062513564
5,2,2.500331638847597,4.587276119873628,5.176255581138371,6.001470661166584,6.128991967497804,5.012699751075655,6.118518019347856
6,3,3.4541099532508075,7.29963021854984,4.417636268845531,7.183846633942465,7.041015631950629,8.147911836545292,7.098468564485
7,6,4.709922838427708,7.398345038745691,6.267175864436739,5.645479600923431,3.157433329467148,4.093269733110482,4.180384527928807
8,2,3.878209082436607,3.086837960124773,7.813741508649389,6.311563657579151,3.006203321474069,8.580053060093341,4.465765406880824
9,2,7.233427455633652,7.306433236361839,7.294391761112883,2.0792246031133996,2.7565030831782775,6.069708661826747,3.096008832869722
10,3,7.642642406868431,3.070786101778907,4.791975668232595,4.208395507315912,7.1484111071343985,7.738446082982066,8.308014114356038
11,3,7.148686918091465,2.867411419265763,4.487664319166762,7.95031607462059,5.465636425620859,3.46080065448035,2.5808631737216876
12,5,2.6084635160964837,4.074611510034574,2.4914776766154705,4.621793045936768,4.013781777081148,4.894852422419428,4.768622972114019
13,2,2.051293976139149,11.942684356730535,4.097640035849603,4.509894392117431,9.006093065343212,6.216608131242342,6.231492562742681
14,4,9.617177234069686,9.038560419258058,4.312272030027598,7.5778167361598605,4.196533493985002,4.585877289458457,8.173720308860123
15,0,5.802341883528539,3.2037314996895936,9.835827710000087,6.963696137728494,4.382149966980822,4.275416266668463,2.5451141055759003
16,2,6.273174000623317,2.156630712687688,6.043360689223695,6.245102801897156,6.7122330376132044,6.216629029341501,8.248396263109614
17,2,8.555660256126874,5.196750811793407,5.8208351840797325,7.378406786348629,4.818033808182647,6.521866477053101,3.8900288827313387
18,1,4.531370502052398,6.114189920606186,5.333457214793238,2.1394233650208263,5.3848262849615125,6.175639391953065,5.650702923062981
19,2,2.758141536189518,5.968269573711426,3.4132339757922794,2.8693136785862023,4.180098257283283,9.007928003421204,5.0814339408195615
20,0,7.350695910064463,6.030361385635763,7.3052818184527215,7.142098977140277,2.9557441099125836,5.641360647717063,4.106272545460635
