T,FC,x1,x2,x3,x4
1,4,6.53931058538038,3.9775161152235476,5.835827552276928,6.129742656154605
2,0,6.059173301530425,6.537117592970426,7.518738718160535,8.028760723145028
3,3,7.9840954606454275,7.269170991348657,2.4185840179825377,7.19977687405205
4,6,9.657373632537393,3.381740741534489,7.005952882929909,8.079102249445121
5,0,3.226283245269794,2.4051781520163784,4.312367971462186,2.701028909848468
6,6,3.2408248095220196,4.076545098439801,5.243696094619697,2.0842410314569952
7,4,2.159453008861594,6.907895999624545,4.432919311016445,2.1048841480449156
8,2,7.041622236148612,5.154107804471944,3.0418481618912327,9.075471035227443
9,2,5.134837774913154,7.735566836875126,4.267578723441062,2.517381030706763
10,3,8.523071342679582,8.009859925689119,7.445769684119743,7.371783747700393
11,1,3.1072872994019645,5.533287772120617,5.45071294566079,5.081059807731431
12,2,8.261238090017892,4.464675950507494,9.177029388188389,4.804726189568472
13,3,2.395757519169705,3.032416651697833,3.1782125104413064,3.153914729434804
14,3,5.099300861425983,5.98429194115114,6.840025599990709,6.598520085039296
15,3,3.604550744419811,6.710555581833647,5.146365283424954,4.855190658511754
16,6,6.707737418166481,7.578632873396877,7.374229206859065,3.057506051545549
17,3,7.237358367872632,2.7015724204302174,4.113747042646869,4.126484136471431
18,3,10.109881507099182,6.046159054153271,4.194574989755444,5.259867185447257
19,1,5.2157488437777495,5.608947444209495,6.752084074255092,3.475594716365033
20,4,2.7697434358060753,3.192125227463456,7.021193583879571,7.844668240532901
