T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,7,8.083985948705187,9.555465630811264,6.499617495389177,4.2638554678995435,3.807259468227042,4.1694429187943225,3.472044963820485,7.099590004062277
2,15,4.289526159034349,3.2671715272108495,5.0907953401792865,10.111869303175737,8.571515348480274,6.222760769521112,7.559457950829821,8.053571750511077
3,5,6.403241258907444,4.069587895287127,2.817498294820513,5.431541379164607,3.09866597660365,6.13500183341303,4.721621320266274,8.29863863818784
4,1,2.600721094356369,5.265364104841221,2.4818487969249388,4.3525107826030265,6.518243263679696,2.27239908306773,4.750859502548304,3.02756585056456
5,4,4.510169321414702,3.9986078978617714,2.071468681282462,3.753469092996556,9.49395488306075,5.475557892045904,5.92680362143637,6.217508836317572
6,3,5.655086886338909,5.754196470710957,4.032243827895348,7.172521948161755,7.487800544031564,5.081357212840217,2.105831530474817,6.466078292268596
7,7,7.227108725085044,6.009058407713475,4.6344400021451655,6.684113935998779,5.884109517275965,3.0987532628174956,8.044545617485456,7.129850390985855
8,3,3.1207690221988473,4.081233435598645,6.145605591152046,3.4730682086024585,6.717101142530931,4.709615552286003,6.188682965671258,7.102184606629182
9,4,8.78795611483362,8.187434835399579,5.196982380512337,6.077124872882227,4.154520161598006,6.502502282893598,6.1205453840782456,5.919338981244867
10,7,7.089366589943053,5.716925465530439,3.894836998770318,8.428078331097414,6.6544499690961025,5.097617091281571,3.4548689383785116,7.229143678451583
11,7,9.10441866716837,7.576721792744357,7.568609957079271,5.225723525899948,4.494600829733616,5.811488649732311,2.953351672294329,7.288842639609318
12,2,2.350173057930096,8.450641216205184,3.5548305576009493,4.183991744008708,6.5220356027257065,6.720705616285089,5.947178693200765,5.218978486239781
13,0,4.99936312271483,8.11776346256817,4.183150639434606,7.29967849239765,5.186889126392652,6.9489364390776664,5.570211503244901,5.295545573268209
14,3,9.139080575273933,8.87574087586204,8.89286601979431,6.063151900737892,2.598897322958412,5.2405259683544045,8.101166952981123,4.35554937753474
15,1,5.3013158803033145,3.41909164239365,5.272298939119378,2.3706966018785196,5.977186622211775,3.014658372958002,3.785650985931282,2.372007591567552
16,2,2.865757267163283,7.196010166112554,6.976155342601112,4.639589243379625,4.366867697795219,2.890532814933013,3.2152188567520095,7.05130035992451
17,1,3.495296480661795,5.4171664483185165,8.394444165381797,3.120000503759729,7.643672311671419,4.380177976704971,5.943117468958892,5.844385544197645
18,1,5.0519024550142415,6.861350626966246,2.1512240128846605,4.617250234120069,4.013368682931884,5.29052034521748,7.885216014253447,3.1164696674858954
19,1,8.309912882182365,3.8735792524614823,3.0634033492382926,6.167274056249433,2.221290990931473,5.054086649557262,5.6833384864090535,2.659555537092027
20,0,2.7730622312597113,4.588953087905401,5.265317783999484,6.750009921266386,6.218713895860823,4.01408328015045,5.237528896614018,8.389966513372848
