T,FC,x1,x2,x3,x4,x5,x6,x7
1,0,5.076712034791253,4.410257399506148,5.675789348300918,6.946198509403513,7.957869050037908,8.249071456084659,9.414609916670194
2,1,4.991005029209624,3.071549264942955,4.201069565904232,5.250210973306782,4.875741937165578,6.865755498481425,5.200996901034073
3,3,2.4941491059961542,4.667794086832603,4.357518509143826,5.260164274170184,7.1500663943926,2.7376319312331363,4.199397310165877
4,9,7.303703111596494,6.633857275158072,4.017050532286553,4.782000557989852,3.6610600441133654,5.914889250581149,4.030740767585456
5,8,7.121301670851434,2.0273785603112704,4.351197673448354,3.0426321483530243,5.080760805874054,2.508047362540576,7.876483371712431
6,14,7.0653088038635925,4.523550570545911,7.424131969237073,5.371558404340696,5.616671987779283,4.394120884539678,7.113451824578704
7,13,2.0223318517911597,2.7059860675526637,7.07093247972971,4.07618894253668,7.187569312857609,4.937594409653742,6.683870762621644
8,5,7.627534174665662,7.203665908558791,2.024405646411669,5.783759674194194,6.652632125569548,4.201345285645653,5.377198418098185
9,10,3.3580926984708057,6.0511053833969415,4.648798937952334,7.3782627069795454,4.054097286801704,6.2131101013206695,4.1493613168994345
10,4,2.773089802916561,4.2257080736882475,3.024666491334686,2.321994700350908,9.714260058930364,8.33429549886618,8.058996041030008
11,6,6.983225835469566,7.013408306283731,5.114080089307394,3.8356958193115065,8.431384389034845,7.951234556719431,4.206833355258598
12,6,6.5154698860117675,8.105693697043447,3.300959653358558,3.5975441601900178,3.467585717766416,9.38743264226751,4.017513049734463
13,6,2.1677976021337484,6.6302674198439915,5.654547125059697,7.8811843416133875,6.647411411177821,5.068975158522965,3.077835812947706
14,2,6.063165355231394,4.234054002858269,5.811567143129031,6.229040884722958,6.016472778749939,6.258341264277151,2.2004868246563647
15,1,6.364051395077228,6.540605931980102,4.431406487702221,2.397466862508675,5.581165000000855,4.617764946255426,4.710373535149025
16,1,7.07890763368563,6.281475183722121,5.313931951575858,8.117512135633532,4.532336717042526,4.494240106411588,2.8443699272923073
17,1,2.3778351422090367,5.1132855257294745,3.1037160777516175,6.429136877314,4.3153915189105145,4.595175658104765,7.8197605050535515
18,0,4.611366302318431,9.635161589289659,6.216410440426586,5.65106857294002,4.523011413780466,6.321492823816232,7.357938057876492
19,2,3.579969464242306,8.923135864677997,2.2365841431904965,7.1280815752257745,4.002402481493038,7.285547491284194,6.173999222956814
20,0,3.1630151932736497,6.951108812915324,2.069222366487954,3.506101537496105,7.1276425401956125,8.538466386305618,7.039307882412628
