T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,5,2.4388935180877365,8.685568083429711,7.106526042556524,3.3851221260343727,5.246192457808693,4.2389470430668705,6.98843717953334,6.311996242449318,6.150328633673578
2,4,5.898667185018549,4.1894286119847,7.482904341002085,2.707169440841861,2.2305694342928155,3.169383492470875,4.436119345247833,7.216151727096699,6.56379123026173
3,9,5.616831784711934,2.4615236429865335,2.0899433942069177,3.265300838394572,8.408882080936541,7.173950908981402,5.1316207655447545,9.937157395896024,5.849365335419684
4,14,6.931458324732284,7.8455884123560775,4.169465148507402,6.620047779878129,7.068825846083008,5.317902015750124,7.055848809481568,6.308214039556836,7.286588564951886
5,18,6.074333474710108,3.416930322091669,7.705116059654683,6.228982440973777,3.994916719452079,4.250878439634105,7.165261499735622,5.276986140444361,4.2879020264383145
6,8,5.840911280090834,3.312223601800782,5.5890750378794305,6.226227046231779,6.482257386434755,3.0892035133277966,4.059369671991672,4.51735630345071,5.892601838272451
7,17,4.743091872368024,6.6023986906586405,7.268250327457654,6.069097714061762,6.515719742118272,7.144147487299276,7.992472504407781,4.956748456968956,7.899197525640484
8,10,2.449924627088821,7.181712320634068,6.7349692608791605,7.332127118200143,6.234005293283369,7.067031987396729,2.8042346831071914,7.120506964413406,6.156455492695403
9,7,9.281573064977632,3.2456932124564606,3.170896576795327,6.971989725864764,7.8555344660237125,2.4537191797041276,3.560881949147159,5.0298844962882985,3.850162105703602
10,9,6.039536909656205,5.2775206627942906,3.0805242002518636,6.082817550065207,4.787142940151109,4.716160636236595,6.146606696947449,3.2519464753277534,7.009926039661233
11,6,3.3847224036551635,3.555779838024443,5.999309107559343,7.388980450583852,7.521796195017515,3.070396673882699,4.140516281357604,4.303197451220368,3.111030298456176
12,2,5.179050476658965,8.684926991565932,8.016345564278545,5.158293611622351,2.0533126595130735,3.242733549168162,4.462410514625008,7.312796442399098,7.539248635610593
13,2,6.548995314792669,7.181466568697528,8.416676074506366,7.720770728917488,5.879644938845602,6.835500856335864,4.7010568933172205,2.5120055165952806,7.507079636144909
14,2,3.071174211852727,5.960641089177909,6.788814820893661,8.757529200543853,4.605891811376718,8.261489835980694,2.5299245449606786,6.66953714239279,7.004576636218734
15,1,2.0749448809539155,6.000547499425068,7.144908842065021,6.28554157373924,6.040440049422795,8.139738344184954,13.544134757197703,3.420363488864324,4.615932584905488
16,0,5.565507763148229,3.34280296478255,4.790946795229616,2.416183530503035,3.471457692494467,7.303000777223524,3.8998712992212647,6.062981533810134,4.8590700721425435
17,0,4.684660096089713,7.286298041775051,6.610264222528095,8.211881650213838,3.7809218474034885,9.239564952549008,3.369147641103658,2.0888526809797914,3.3146761398528852
18,1,5.231009355783655,3.810416212925227,8.417823380839273,6.902486279566263,2.048392974689746,8.399138733868698,7.577455119676424,7.429703572248198,5.816999628189357
19,0,9.219137528130217,8.08342861702238,6.891328141057697,3.4120607776507756,6.4164911997456855,7.6165945214055295,3.5989312662967725,3.3461520951258343,3.5494975794459434
20,0,5.302977473241917,3.6328983371205235,6.498293899175358,3.8190548200282066,9.94957452199082,6.012942196995698,6.46527313963022,4.014717894654893,5.327508443358569
