T,FC,x1,x2,x3,x4,x5
1,2,4.439021345143258,6.661963226464124,4.552891471308375,2.1904212046249225,5.328647606527343
2,3,3.501600965540452,6.008581778691337,5.714859465218102,3.210155733901063,3.137863102542759
3,3,6.554925353456541,2.302594088553343,2.9037022822691454,5.174463030603194,3.506773896595889
4,2,4.202457910854038,5.265422607242042,7.530139366150699,5.0341781429911,9.520845989088258
5,6,6.475790786873208,5.8841627605183975,6.445918313459234,4.394053130550974,2.852152218236891
6,11,3.5674891106022284,3.504952194729592,7.033195059321765,6.327011894806207,7.349998526494382
7,6,3.6478843415161584,4.182141193368806,6.311720001019074,4.039059990528168,7.193708000753524
8,9,8.833406738753613,3.2467118286822094,7.509150482828951,7.606718630453342,6.9366730361523015
9,11,7.489774958462999,2.556606525757032,3.0184352676842168,7.4696333309235,2.879247056897318
10,9,6.384697288424793,3.27984919372153,3.151390182176857,3.437132127822214,4.11898326378736
11,6,4.475743002558105,4.16148080167526,7.670049691056203,4.403119742682276,5.334399874956509
12,3,4.427762485064865,3.7473820516384793,4.488759297529823,2.040479358153432,5.333556676879807
13,8,9.213430114890704,5.215544183522986,4.504529272863009,9.935138173173181,9.064314263606656
14,7,3.160189594272088,5.844717186331643,6.877908858364084,6.41259451010469,2.6251908089905225
15,2,4.93534203244545,3.3097891908210073,4.082790282097656,4.198876581128955,5.02782336081445
16,7,4.210917439194338,8.47086748960936,3.046969094576346,8.130586060495647,6.397016695364644
17,3,7.137581791759012,5.038471572894523,3.0279022748821274,4.46130415891229,5.926105106994607
18,2,4.456047867629177,7.071238294062805,2.5801815175434193,7.016772772704889,5.058538661618021
19,2,5.596319445983322,7.825450639768401,10.754757778260238,7.338350861194432,4.89194588701189
20,2,2.8400118642320464,6.343091326543075,7.047145318832803,4.537309977719472,5.183386958625391
