T,FC,x1,x2,x3,x4
1,0,6.816083188793822,2.157640644027895,8.195593948158235,4.233161352784925
2,1,7.174888857348705,7.868914445983519,3.198630205481925,2.831148531562069
3,5,7.785492174042483,7.276800528782364,7.839008764869629,8.21669043807261
4,6,7.920842950961745,8.233229121697667,4.330405393717936,8.226882826515835
5,9,7.405498668087552,6.555675891411712,8.955746309656233,3.9020399197157687
6,3,6.873516746760338,2.107737319138046,4.384158515655365,6.508396627471732
7,8,6.053180555081118,4.524799202920509,7.6858073684115915,5.076980721418259
8,3,3.4220512065837703,4.179604394253369,2.9858738047366247,8.668754660323565
9,1,7.589705618550474,2.3162050860341714,4.593125529873976,2.158293327504956
10,4,6.535137286390746,6.01639060454235,7.371200932900874,4.316868681763284
11,6,5.508417741284546,2.3488615082619444,3.6989420023601998,7.558688750576219
12,4,6.507940197702845,2.2174364586323385,5.291353468585692,5.776640415747176
13,7,4.209536507339018,10.42089890246428,8.488506491998663,5.471155612677902
14,4,5.149535612417652,6.581071289319001,8.106761036587507,6.059456968144007
15,8,3.5137849092234656,10.750618393842883,7.525313218983927,5.055576098453317
16,5,5.722420149304289,9.81607543755121,7.156635303509971,3.226606070194463
17,6,5.224774777234999,5.4906797281644115,6.695696656941814,7.822252352573759
18,3,5.277367100707651,7.6649613208890965,4.965518570730303,4.093856932826725
19,5,5.259908317371436,6.972906659831084,4.381636046693259,3.4112753181919486
20,3,9.296251867440652,7.705603208728108,6.370139007108534,8.2316572682859
