T,FC,x1,x2,x3
1,0,7.905562676555294,5.810157298628729,8.236998456838672
2,4,5.539560439687981,4.609918850636508,2.178304938358962
3,3,5.464050390127534,9.521422268312996,5.750932867044638
4,6,6.100422938923246,9.23844220655355,7.043338291171817
5,7,5.72980332053943,4.324757361547375,5.16835968785292
6,6,4.075917980778426,6.168441671877402,3.356144199001135
7,5,7.025385588174517,3.28511143634582,6.798147410196705
8,5,3.104073134658538,4.074121291990274,2.5089880605838317
9,11,7.169475712455564,6.357177887422072,4.283491839127645
10,8,5.912458160960116,5.35219420850617,4.79542655895538
11,6,3.1315042611732165,6.94165538786139,2.5223940963493354
12,1,3.123302324022128,2.4189652439318126,5.59616360301027
13,3,7.142942794861342,7.0875596006984996,5.475052177077905
14,9,6.862990911504708,6.486622471563304,6.4525877966051794
15,4,3.4733484586929815,2.5312805166206713,6.235526282459406
16,5,6.3693938953739195,6.529656878261177,4.008403579269363
17,1,2.8881472875990637,5.130865355242852,9.028047243917236
18,2,8.218598544588525,8.228230088329735,3.6884981065382076
19,4,6.9861628232838715,3.951253789321357,6.874615847233464
20,0,5.605272509561368,4.070299254482793,6.734332240208832
